,Year,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,County,pop2010,acs_2018_2,State,fmr_type,fmr_pct_chg,fmr_dollar_chg
50,2019,581,696,825,1043,1436,Montgomery County,229363,829,AL,50,-0.00482509,-4
51,2019,448,528,681,879,935,Morgan County,119490,669,AL,50,0.01793722,12
52,2019,535,549,628,803,947,Perry County,10591,606,AL,50,0.03630363,22
53,2019,478,481,628,846,849,Pickens County,19746,606,AL,50,0.03630363,22
54,2019,482,540,628,849,849,Pike County,32899,606,AL,50,0.03630363,22
55,2019,407,519,628,908,925,Randolph County,22913,621,AL,50,0.011272142,7
56,2019,643,714,862,1175,1514,Russell County,52947,823,AL,50,0.047387606,39
57,2019,706,763,873,1154,1282,St. Clair County,83593,882,AL,50,-0.010204082,-9
58,2019,706,763,873,1154,1282,Shelby County,195085,882,AL,50,-0.010204082,-9
59,2019,557,561,742,930,1003,Sumter County,13763,720,AL,50,0.030555556,22
60,2019,505,508,672,880,923,Talladega County,82291,630,AL,50,0.066666667,42
61,2019,521,539,628,882,1017,Tallapoosa County,41616,606,AL,50,0.03630363,22
62,2019,658,705,847,1092,1145,Tuscaloosa County,194656,805,AL,50,0.052173913,42
63,2019,499,502,664,832,999,Walker County,67023,655,AL,50,0.013740458,9
64,2019,496,504,633,793,894,Washington County,17581,624,AL,50,0.014423077,9
65,2019,492,549,628,884,887,Wilcox County,11670,606,AL,50,0.03630363,22
66,2019,472,475,628,908,962,Winston County,24484,606,AL,50,0.03630363,22
67,2019,794,856,1118,1401,1511,Aleutians East Borough,3141,1051,AK,50,0.063748811,67
68,2019,1065,1253,1657,2076,2522,Aleutians West Census Area,5561,1628,AK,50,0.017813268,29
69,2019,931,1005,1313,1898,2306,Anchorage Municipality,291826,1337,AK,50,-0.017950636,-24
70,2019,1151,1365,1563,1958,2113,Bethel Census Area,17013,1481,AK,50,0.055367995,82
71,2019,879,952,1238,1667,1673,Bristol Bay Borough,997,1248,AK,50,-0.008012821,-10
72,2019,1061,1150,1494,1872,2274,Denali Borough,1826,1458,AK,50,0.024691358,36
73,2019,1004,1068,1312,1813,1814,Dillingham Census Area,4847,1201,AK,50,0.092422981,111
74,2019,871,1025,1356,1961,2382,Fairbanks North Star Borough,97581,1368,AK,50,-0.00877193,-12
75,2019,719,779,1012,1316,1540,Haines Borough,2508,985,AK,50,0.027411168,27
76,2019,556,756,866,1166,1171,Hoonah-Angoon Census Area,2150,839,AK,50,0.032181168,27
77,2019,936,1101,1457,2083,2559,Juneau City and Borough,31275,1426,AK,50,0.02173913,31
78,2019,854,863,1139,1511,1654,Kenai Peninsula Borough,55400,1082,AK,50,0.052680222,57
79,2019,854,1005,1330,1785,2336,Ketchikan Gateway Borough,13477,1255,AK,50,0.059760956,75
80,2019,954,1031,1222,1646,1652,Kodiak Island Borough,13592,1061,AK,50,0.151743638,161
81,2019,661,813,931,1166,1258,Kusilvak Census Area,7459,923,AK,50,0.008667389,8
82,2019,633,720,892,1118,1567,Lake and Peninsula Borough,1631,881,AK,50,0.012485812,11
83,2019,768,815,1078,1559,1893,Matanuska-Susitna Borough,88995,1111,AK,50,-0.02970297,-33
84,2019,1027,1340,1599,2003,2161,Nome Census Area,9492,1521,AK,50,0.051282051,78
85,2019,1012,1160,1328,1664,1847,North Slope Borough,9430,1180,AK,50,0.125423729,148
86,2019,1129,1158,1326,1786,1792,Northwest Arctic Borough,7523,1276,AK,50,0.039184953,50
87,2019,712,864,1108,1388,1686,Petersburg Census Area,3815,1085,AK,50,0.021198157,23
88,2019,804,810,1071,1342,1448,Prince of Wales-Hyder Census Area,5559,1032,AK,50,0.037790698,39
89,2019,916,1050,1253,1786,2201,Sitka City and Borough,8881,1261,AK,50,-0.006344171,-8
90,2019,964,1139,1357,1962,2065,Skagway Municipality,968,1351,AK,50,0.004441155,6
91,2019,876,1029,1234,1784,2167,Southeast Fairbanks Census Area,7029,1220,AK,50,0.01147541,14
92,2019,793,924,1222,1531,1860,Valdez-Cordova Census Area,9636,1194,AK,50,0.023450586,28
93,2019,743,748,989,1252,1505,Wrangell City and Borough,2369,962,AK,50,0.028066528,27
94,2019,834,888,1175,1472,1788,Yakutat City and Borough,662,1118,AK,50,0.0509839,57
95,2019,554,675,780,1128,1370,Yukon-Koyukuk Census Area,5588,789,AK,50,-0.011406844,-9
96,2019,530,591,722,1017,1178,Apache County,71518,697,AZ,50,0.035868006,25
97,2019,638,642,823,1190,1446,Cochise County,131346,779,AZ,50,0.05648267,44
98,2019,898,1007,1237,1611,1948,Coconino County,134421,1129,AZ,50,0.095659876,108
99,2019,668,672,889,1146,1202,Gila County,53597,861,AZ,50,0.032520325,28
100,2019,617,701,840,1215,1405,Graham County,37220,785,AZ,50,0.070063694,55
101,2019,526,541,716,897,1011,Greenlee County,8437,700,AZ,50,0.022857143,16
102,2019,605,622,823,1076,1178,La Paz County,20489,760,AZ,50,0.082894737,63
103,2019,744,868,1073,1551,1776,Maricopa County,3817117,1013,AZ,50,0.05923001,60
104,2019,556,615,776,1119,1218,Mohave County,200186,797,AZ,50,-0.026348808,-21
105,2019,615,619,796,1067,1182,Navajo County,107449,722,AZ,50,0.102493075,74
106,2019,580,683,903,1306,1543,Pima County,980263,854,AZ,50,0.057377049,49
107,2019,744,868,1073,1551,1776,Pinal County,375770,1013,AZ,50,0.05923001,60
108,2019,557,566,749,1009,1012,Santa Cruz County,47420,711,AZ,50,0.053445851,38
109,2019,717,724,958,1358,1381,Yavapai County,211033,891,AZ,50,0.075196409,67
110,2019,565,603,798,1154,1402,Yuma County,195751,800,AZ,50,-0.0025,-2
111,2019,481,491,650,878,929,Arkansas County,19019,634,AR,50,0.025236593,16
112,2019,481,546,650,862,879,Ashley County,21853,633,AR,50,0.02685624,17
113,2019,486,541,715,907,966,Baxter County,41513,686,AR,50,0.042274052,29
114,2019,547,586,758,1081,1331,Benton County,221339,723,AR,50,0.048409405,35
115,2019,482,492,651,941,1045,Boone County,36903,633,AR,50,0.028436019,18
116,2019,425,522,662,829,960,Bradley County,11508,659,AR,50,0.004552352,3
117,2019,500,590,675,846,982,Calhoun County,5368,646,AR,50,0.044891641,29
118,2019,496,499,660,852,973,Carroll County,27446,655,AR,50,0.007633588,5
119,2019,481,568,650,865,992,Chicot County,11800,633,AR,50,0.02685624,17
120,2019,482,497,651,866,1024,Clark County,22995,633,AR,50,0.028436019,18
121,2019,481,491,650,873,1035,Clay County,16083,633,AR,50,0.02685624,17
122,2019,518,529,700,916,1054,Cleburne County,25970,673,AR,50,0.040118871,27
123,2019,525,545,716,897,1127,Cleveland County,8689,691,AR,50,0.03617945,25
124,2019,464,559,650,914,1004,Columbia County,24552,633,AR,50,0.02685624,17
125,2019,477,510,675,846,922,Conway County,21273,708,AR,50,-0.046610169,-33
126,2019,507,609,756,1052,1131,Craighead County,96443,743,AR,50,0.017496635,13
127,2019,495,529,700,957,1144,Crawford County,61948,697,AR,50,0.004304161,3
128,2019,658,742,875,1194,1372,Crittenden County,50902,833,AR,50,0.050420168,42
129,2019,526,537,710,892,960,Cross County,17870,696,AR,50,0.020114943,14
130,2019,481,491,650,902,905,Dallas County,8116,633,AR,50,0.02685624,17
131,2019,481,491,650,899,946,Desha County,13008,633,AR,50,0.02685624,17
132,2019,481,491,650,867,887,Drew County,18509,640,AR,50,0.015625,10
133,2019,617,702,831,1108,1310,Faulkner County,113237,811,AR,50,0.024660912,20
134,2019,483,493,652,817,949,Franklin County,18125,642,AR,50,0.015576324,10
135,2019,481,491,650,910,913,Fulton County,12245,633,AR,50,0.02685624,17
136,2019,551,587,776,972,1154,Garland County,96024,771,AR,50,0.006485084,5
137,2019,519,609,697,901,1068,Grant County,17853,650,AR,50,0.072307692,47
138,2019,516,588,697,940,1165,Greene County,42090,673,AR,50,0.035661218,24
139,2019,483,493,652,817,881,Hempstead County,22609,641,AR,50,0.017160686,11
140,2019,490,540,662,873,1082,Hot Spring County,32923,653,AR,50,0.013782542,9
141,2019,433,493,650,818,1007,Howard County,13789,633,AR,50,0.02685624,17
142,2019,488,491,650,814,908,Independence County,36647,633,AR,50,0.02685624,17
143,2019,481,491,650,863,879,Izard County,13696,633,AR,50,0.02685624,17
144,2019,436,491,650,814,994,Jackson County,17997,633,AR,50,0.02685624,17
145,2019,525,545,716,897,1127,Jefferson County,77435,691,AR,50,0.03617945,25
146,2019,504,507,671,854,1037,Johnson County,25540,651,AR,50,0.030721966,20
147,2019,481,540,650,854,1080,Lafayette County,7645,633,AR,50,0.02685624,17
148,2019,481,510,650,870,1044,Lawrence County,17415,633,AR,50,0.02685624,17
149,2019,481,491,650,940,1071,Lee County,10424,633,AR,50,0.02685624,17
150,2019,525,545,716,897,1127,Lincoln County,14134,691,AR,50,0.03617945,25
151,2019,461,491,650,883,1004,Little River County,13171,633,AR,50,0.02685624,17
152,2019,481,534,650,826,879,Logan County,22353,633,AR,50,0.02685624,17
153,2019,617,702,831,1108,1310,Lonoke County,68356,811,AR,50,0.024660912,20
154,2019,547,586,758,1081,1331,Madison County,15717,723,AR,50,0.048409405,35
155,2019,452,528,650,821,1142,Marion County,16653,633,AR,50,0.02685624,17
156,2019,569,625,798,1018,1255,Miller County,43462,795,AR,50,0.003773585,3
157,2019,441,519,687,874,929,Mississippi County,46480,651,AR,50,0.055299539,36
158,2019,481,516,650,833,1139,Monroe County,8149,633,AR,50,0.02685624,17
159,2019,488,491,650,834,1142,Montgomery County,9487,633,AR,50,0.02685624,17
160,2019,555,566,749,938,1012,Nevada County,8997,643,AR,50,0.164852255,106
161,2019,481,501,650,940,946,Newton County,8330,633,AR,50,0.02685624,17
162,2019,520,523,650,862,908,Ouachita County,26120,633,AR,50,0.02685624,17
163,2019,617,702,831,1108,1310,Perry County,10445,811,AR,50,0.024660912,20
164,2019,481,491,650,934,1142,Phillips County,21757,633,AR,50,0.02685624,17
165,2019,553,568,650,833,1043,Pike County,11291,633,AR,50,0.02685624,17
166,2019,488,491,650,875,879,Poinsett County,24583,633,AR,50,0.02685624,17
167,2019,464,510,650,814,1108,Polk County,20662,633,AR,50,0.02685624,17
168,2019,524,528,698,1009,1078,Pope County,61754,654,AR,50,0.067278287,44
169,2019,481,491,650,814,946,Prairie County,8715,633,AR,50,0.02685624,17
170,2019,617,702,831,1108,1310,Pulaski County,382748,811,AR,50,0.024660912,20
171,2019,481,491,650,814,946,Randolph County,17969,633,AR,50,0.02685624,17
172,2019,443,491,650,940,1142,St. Francis County,28258,633,AR,50,0.02685624,17
173,2019,617,702,831,1108,1310,Saline County,107118,811,AR,50,0.024660912,20
174,2019,488,491,650,814,946,Scott County,11233,633,AR,50,0.02685624,17
175,2019,481,495,650,926,946,Searcy County,8195,633,AR,50,0.02685624,17
176,2019,495,529,700,957,1144,Sebastian County,125744,697,AR,50,0.004304161,3
177,2019,418,503,650,814,946,Sevier County,17058,633,AR,50,0.02685624,17
178,2019,418,491,650,874,979,Sharp County,17264,633,AR,50,0.02685624,17
179,2019,481,491,650,814,879,Stone County,12394,633,AR,50,0.02685624,17
180,2019,553,568,650,867,1125,Union County,41639,634,AR,50,0.025236593,16
181,2019,481,491,650,814,879,Van Buren County,17295,633,AR,50,0.02685624,17
182,2019,547,586,758,1081,1331,Washington County,203065,723,AR,50,0.048409405,35
183,2019,510,536,689,962,1190,White County,77076,657,AR,50,0.04870624,32
184,2019,429,508,650,814,879,Woodruff County,7260,633,AR,50,0.02685624,17
185,2019,473,540,650,894,1006,Yell County,22185,633,AR,50,0.02685624,17
186,2019,1409,1706,2126,2925,3587,Alameda County,1510271,2329,CA,50,-0.087161872,-203
187,2019,657,734,965,1378,1551,Alpine County,1175,940,CA,50,0.026595745,25
188,2019,814,819,1084,1567,1789,Amador County,38091,1055,CA,50,0.027488152,29
189,2019,808,894,1144,1654,1921,Butte County,220000,992,CA,50,0.153225806,152
190,2019,633,799,930,1345,1634,Calaveras County,45578,902,CA,50,0.031042129,28
191,2019,608,736,893,1291,1569,Colusa County,21419,856,CA,50,0.043224299,37
192,2019,1409,1706,2126,2925,3587,Contra Costa County,1049025,2329,CA,50,-0.087161872,-203
193,2019,643,749,945,1312,1516,Del Norte County,28610,893,CA,50,0.058230683,52
194,2019,853,968,1220,1764,2143,El Dorado County,181058,1086,CA,50,0.123388582,134
195,2019,668,769,956,1364,1584,Fresno County,930450,958,CA,50,-0.002087683,-2
196,2019,569,632,836,1047,1130,Glenn County,28122,813,CA,50,0.028290283,23
197,2019,665,765,998,1443,1660,Humboldt County,134623,956,CA,50,0.043933054,42
198,2019,612,733,953,1247,1657,Imperial County,174528,901,CA,50,0.057713651,52
199,2019,772,776,929,1251,1256,Inyo County,18546,917,CA,50,0.01308615,12
200,2019,700,711,926,1334,1587,Kern County,839631,904,CA,50,0.024336283,22
201,2019,778,811,987,1427,1559,Kings County,152982,929,CA,50,0.062432723,58
202,2019,617,735,960,1388,1517,Lake County,64665,914,CA,50,0.050328228,46
203,2019,577,641,848,1226,1356,Lassen County,34895,868,CA,50,-0.023041475,-20
204,2019,1158,1384,1791,2401,2641,Los Angeles County,9818605,1663,CA,50,0.076969333,128
205,2019,766,771,1020,1450,1609,Madera County,150865,962,CA,50,0.06029106,58
206,2019,2069,2561,3170,4153,4392,Marin County,252409,3121,CA,50,0.015700096,49
207,2019,662,736,973,1337,1709,Mariposa County,18251,912,CA,50,0.066885965,61
208,2019,742,815,1078,1527,1735,Mendocino County,87841,1033,CA,50,0.043562439,45
209,2019,579,680,839,1213,1465,Merced County,255793,790,CA,50,0.062025316,49
210,2019,476,529,700,1012,1125,Modoc County,9686,697,CA,50,0.004304161,3
211,2019,803,945,1250,1606,2009,Mono County,14202,1229,CA,50,0.017087063,21
212,2019,1089,1240,1540,2219,2378,Monterey County,415057,1433,CA,50,0.074668528,107
213,2019,1095,1289,1705,2465,2685,Napa County,136484,1575,CA,50,0.082539683,130
214,2019,778,916,1211,1751,1978,Nevada County,98764,1186,CA,50,0.021079258,25
215,2019,1415,1632,2037,2862,3304,Orange County,3010232,1876,CA,50,0.085820896,161
216,2019,853,968,1220,1764,2143,Placer County,348432,1086,CA,50,0.123388582,134
217,2019,612,744,899,1181,1327,Plumas County,20007,862,CA,50,0.042923434,37
218,2019,826,986,1232,1717,2132,Riverside County,2189641,1156,CA,50,0.065743945,76
219,2019,853,968,1220,1764,2143,Sacramento County,1418788,1086,CA,50,0.123388582,134
220,2019,1314,1323,1750,2530,3074,San Benito County,55269,1699,CA,50,0.030017657,51
221,2019,826,986,1232,1717,2132,San Bernardino County,2035210,1156,CA,50,0.065743945,76
222,2019,1422,1590,2068,2962,3632,San Diego County,3095313,1816,CA,50,0.13876652,252
223,2019,2069,2561,3170,4153,4392,San Francisco County,805235,3121,CA,50,0.015700096,49
224,2019,702,826,1092,1579,1918,San Joaquin County,685306,990,CA,50,0.103030303,102
225,2019,1059,1196,1542,2230,2708,San Luis Obispo County,269637,1427,CA,50,0.080588648,115
226,2019,2069,2561,3170,4153,4392,San Mateo County,718451,3121,CA,50,0.015700096,49
227,2019,1403,1667,1951,2625,3040,Santa Barbara County,423895,1917,CA,50,0.017736046,34
228,2019,1952,2316,2839,3829,4394,Santa Clara County,1781642,2522,CA,50,0.125693894,317
229,2019,1567,1844,2439,3241,3701,Santa Cruz County,262382,1965,CA,50,0.241221374,474
230,2019,659,758,980,1417,1721,Shasta County,177223,915,CA,50,0.071038251,65
231,2019,881,984,1294,1848,2079,Sierra County,3240,1191,CA,50,0.086481948,103
232,2019,540,635,840,1156,1349,Siskiyou County,44900,821,CA,50,0.023142509,19
233,2019,983,1184,1443,2086,2531,Solano County,413344,1341,CA,50,0.07606264,102
234,2019,1254,1447,1887,2728,3298,Sonoma County,483878,1843,CA,50,0.023874118,44
235,2019,722,803,1016,1451,1715,Stanislaus County,514453,1035,CA,50,-0.018357488,-19
236,2019,670,674,878,1269,1542,Sutter County,94737,887,CA,50,-0.010146561,-9
237,2019,599,633,837,1142,1151,Tehama County,63463,820,CA,50,0.020731707,17
238,2019,575,639,845,1222,1358,Trinity County,13786,847,CA,50,-0.002361275,-2
239,2019,695,699,925,1291,1525,Tulare County,442179,842,CA,50,0.098574822,83
240,2019,660,797,992,1365,1616,Tuolumne County,55365,957,CA,50,0.036572623,35
241,2019,1153,1362,1795,2518,3019,Ventura County,823318,1739,CA,50,0.032202415,56
242,2019,953,1015,1342,1935,2357,Yolo County,200849,1203,CA,50,0.115544472,139
243,2019,670,674,878,1269,1542,Yuba County,72155,887,CA,50,-0.010146561,-9
244,2019,1029,1204,1508,2119,2461,Adams County,441603,1418,CO,50,0.063469676,90
245,2019,662,666,791,1052,1212,Alamosa County,15445,756,CO,50,0.046296296,35
246,2019,1029,1204,1508,2119,2461,Arapahoe County,572003,1418,CO,50,0.063469676,90
247,2019,752,756,954,1251,1479,Archuleta County,12084,913,CO,50,0.0449069,41
248,2019,596,604,700,1012,1230,Baca County,3788,697,CO,50,0.004304161,3
249,2019,623,627,752,957,1016,Bent County,6499,740,CO,50,0.016216216,12
250,2019,1130,1242,1516,2126,2384,Boulder County,294567,1461,CO,50,0.037645448,55
251,2019,1029,1204,1508,2119,2461,Broomfield County,55889,1418,CO,50,0.063469676,90
252,2019,559,760,870,1172,1176,Chaffee County,17809,862,CO,50,0.009280742,8
253,2019,526,529,700,877,968,Cheyenne County,1836,698,CO,50,0.00286533,2
254,2019,1029,1204,1508,2119,2461,Clear Creek County,9088,1418,CO,50,0.063469676,90
255,2019,560,564,700,905,946,Conejos County,8256,697,CO,50,0.004304161,3
256,2019,563,567,715,896,1095,Costilla County,3524,743,CO,50,-0.037685061,-28
257,2019,645,662,758,950,1025,Crowley County,5823,722,CO,50,0.049861496,36
258,2019,586,590,744,1027,1307,Custer County,4255,712,CO,50,0.04494382,32
259,2019,701,705,933,1195,1271,Delta County,30952,911,CO,50,0.024149286,22
260,2019,1029,1204,1508,2119,2461,Denver County,600158,1418,CO,50,0.063469676,90
261,2019,596,611,700,1012,1072,Dolores County,2064,697,CO,50,0.004304161,3
262,2019,1029,1204,1508,2119,2461,Douglas County,285465,1418,CO,50,0.063469676,90
263,2019,920,1120,1432,1794,2092,Eagle County,52197,1456,CO,50,-0.016483516,-24
264,2019,1029,1204,1508,2119,2461,Elbert County,23086,1418,CO,50,0.063469676,90
265,2019,684,833,1064,1538,1869,El Paso County,622263,1020,CO,50,0.043137255,44
266,2019,617,621,811,1147,1266,Fremont County,46824,776,CO,50,0.045103093,35
267,2019,892,897,1161,1616,2013,Garfield County,56389,1112,CO,50,0.044064748,49
268,2019,1029,1204,1508,2119,2461,Gilpin County,5441,1418,CO,50,0.063469676,90
269,2019,681,801,1060,1434,1624,Grand County,14843,1032,CO,50,0.027131783,28
270,2019,750,755,913,1272,1604,Gunnison County,15324,901,CO,50,0.013318535,12
271,2019,588,735,841,1155,1288,Hinsdale County,843,819,CO,50,0.026862027,22
272,2019,607,611,762,998,1030,Huerfano County,6711,742,CO,50,0.026954178,20
273,2019,690,694,876,1098,1342,Jackson County,1394,858,CO,50,0.020979021,18
274,2019,1029,1204,1508,2119,2461,Jefferson County,534543,1418,CO,50,0.063469676,90
275,2019,707,712,898,1233,1376,Kiowa County,1398,817,CO,50,0.099143207,81
276,2019,557,561,742,948,1303,Kit Carson County,8270,697,CO,50,0.06456241,45
277,2019,744,754,874,1240,1339,Lake County,7310,916,CO,50,-0.045851528,-42
278,2019,832,901,1034,1495,1643,La Plata County,51334,1043,CO,50,-0.008628955,-9
279,2019,892,1025,1253,1812,2201,Larimer County,299630,1106,CO,50,0.132911392,147
280,2019,635,639,845,1185,1239,Las Animas County,15507,845,CO,50,0.0,0
281,2019,591,595,787,1043,1382,Lincoln County,5467,749,CO,50,0.050734312,38
282,2019,656,660,791,1144,1289,Logan County,22709,770,CO,50,0.027272727,21
283,2019,584,637,842,1217,1479,Mesa County,146723,844,CO,50,-0.002369668,-2
284,2019,707,712,898,1233,1376,Mineral County,712,886,CO,50,0.013544018,12
285,2019,690,708,810,1129,1418,Moffat County,13795,809,CO,50,0.001236094,1
286,2019,618,622,785,1129,1379,Montezuma County,25535,726,CO,50,0.081267218,59
287,2019,662,666,881,1210,1214,Montrose County,41276,880,CO,50,0.001136364,1
288,2019,562,605,800,1044,1176,Morgan County,28159,763,CO,50,0.048492792,37
289,2019,597,601,795,996,1218,Otero County,18831,786,CO,50,0.011450382,9
290,2019,767,908,1194,1554,1829,Ouray County,4436,1143,CO,50,0.044619423,51
291,2019,1029,1204,1508,2119,2461,Park County,16206,1418,CO,50,0.063469676,90
292,2019,554,558,738,925,1128,Phillips County,4442,721,CO,50,0.023578363,17
293,2019,1108,1304,1725,2323,2332,Pitkin County,17148,1737,CO,50,-0.006908463,-12
294,2019,596,603,700,970,1133,Prowers County,12551,697,CO,50,0.004304161,3
295,2019,657,661,875,1222,1392,Pueblo County,159063,770,CO,50,0.136363636,105
296,2019,667,671,847,1141,1145,Rio Blanco County,6666,806,CO,50,0.050868486,41
297,2019,596,611,700,1012,1105,Rio Grande County,11982,697,CO,50,0.004304161,3
298,2019,967,974,1288,1853,1973,Routt County,23509,1236,CO,50,0.042071197,52
299,2019,526,529,700,1012,1042,Saguache County,6108,697,CO,50,0.004304161,3
300,2019,859,864,1115,1397,1708,San Juan County,699,1238,CO,50,-0.099353796,-123
301,2019,939,1105,1461,1960,2250,San Miguel County,7359,1456,CO,50,0.003434066,5
302,2019,526,529,700,877,1046,Sedgwick County,2379,697,CO,50,0.004304161,3
303,2019,1099,1107,1464,1834,2243,Summit County,27994,1419,CO,50,0.031712474,45
304,2019,686,807,1068,1544,1812,Teller County,23350,1044,CO,50,0.022988506,24
305,2019,610,625,716,897,1097,Washington County,4814,697,CO,50,0.027259684,19
306,2019,658,796,992,1434,1742,Weld County,252825,937,CO,50,0.058697972,55
307,2019,529,532,704,1017,1074,Yuma County,10043,697,CO,50,0.010043042,7
308,2019,1017,1253,1583,1983,2498,Fairfield County,18584,1609,CT,50,-0.016159105,-26
309,2019,858,1032,1293,1631,2028,Fairfield County,144229,1272,CT,50,0.016509434,21
310,2019,1017,1253,1583,1983,2498,Fairfield County,16452,1609,CT,50,-0.016159105,-26
311,2019,1017,1253,1583,1983,2498,Fairfield County,80893,1609,CT,50,-0.016159105,-26
312,2019,1211,1517,1885,2404,2752,Fairfield County,20732,1986,CT,50,-0.050855992,-101
313,2019,858,1032,1293,1631,2028,Fairfield County,7490,1272,CT,50,0.016509434,21
314,2019,858,1032,1293,1631,2028,Fairfield County,59404,1272,CT,50,0.016509434,21
315,2019,1211,1517,1885,2404,2752,Fairfield County,61171,1986,CT,50,-0.050855992,-101
316,2019,858,1032,1293,1631,2028,Fairfield County,19479,1272,CT,50,0.016509434,21
317,2019,1211,1517,1885,2404,2752,Fairfield County,19738,1986,CT,50,-0.050855992,-101
318,2019,1017,1253,1583,1983,2498,Fairfield County,13881,1609,CT,50,-0.016159105,-26
319,2019,1017,1253,1583,1983,2498,Fairfield County,27560,1609,CT,50,-0.016159105,-26
320,2019,1211,1517,1885,2404,2752,Fairfield County,85603,1986,CT,50,-0.050855992,-101
321,2019,1017,1253,1583,1983,2498,Fairfield County,9158,1609,CT,50,-0.016159105,-26
322,2019,1017,1253,1583,1983,2498,Fairfield County,24638,1609,CT,50,-0.016159105,-26
323,2019,858,1032,1293,1631,2028,Fairfield County,39559,1272,CT,50,0.016509434,21
324,2019,1017,1253,1583,1983,2498,Fairfield County,3581,1609,CT,50,-0.016159105,-26
325,2019,1211,1517,1885,2404,2752,Fairfield County,122643,1986,CT,50,-0.050855992,-101
