,Year,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,County,pop2010,acs_2017_2,State,fmr_type,fmr_pct_chg,fmr_dollar_chg
0,2018,588,691,829,1055,1451,Autauga County,54571.0,822,AL,40,0.008515815,7
1,2018,729,762,879,1280,1471,Baldwin County,182265.0,977,AL,40,-0.100307062,-98
2,2018,491,494,657,824,929,Barbour County,27457.0,671,AL,40,-0.020864382,-14
3,2018,692,768,882,1176,1315,Bibb County,22915.0,866,AL,40,0.018475751,16
4,2018,692,768,882,1176,1315,Blount County,57322.0,866,AL,40,0.018475751,16
5,2018,483,483,606,822,825,Bullock County,10914.0,621,AL,40,-0.024154589,-15
6,2018,453,456,606,809,985,Butler County,20947.0,621,AL,40,-0.024154589,-15
7,2018,477,511,679,887,1035,Calhoun County,118572.0,630,AL,40,0.077777778,49
8,2018,440,556,676,846,932,Chambers County,34215.0,751,AL,40,-0.099866844,-75
9,2018,453,456,606,854,857,Cherokee County,25989.0,621,AL,40,-0.024154589,-15
10,2018,506,551,633,921,1115,Chilton County,43643.0,621,AL,40,0.019323671,12
11,2018,506,509,677,849,957,Choctaw County,13859.0,685,AL,40,-0.011678832,-8
12,2018,483,528,606,881,978,Clarke County,25833.0,621,AL,40,-0.024154589,-15
13,2018,513,528,606,881,1067,Clay County,13932.0,621,AL,40,-0.024154589,-15
14,2018,473,476,633,794,1041,Cleburne County,14972.0,662,AL,40,-0.043806647,-29
15,2018,524,526,619,900,1090,Coffee County,49948.0,661,AL,40,-0.063540091,-42
16,2018,526,529,669,887,1110,Colbert County,54428.0,673,AL,40,-0.005943536,-4
17,2018,453,456,606,854,857,Conecuh County,13228.0,621,AL,40,-0.024154589,-15
18,2018,502,502,630,849,891,Coosa County,11539.0,683,AL,40,-0.077598829,-53
19,2018,453,456,606,801,1067,Covington County,37765.0,621,AL,40,-0.024154589,-15
20,2018,456,459,606,773,971,Crenshaw County,13906.0,621,AL,40,-0.024154589,-15
21,2018,472,500,619,817,843,Cullman County,80406.0,652,AL,40,-0.050613497,-33
22,2018,403,486,614,840,1081,Dale County,50251.0,635,AL,40,-0.033070866,-21
23,2018,474,517,606,813,933,Dallas County,43820.0,621,AL,40,-0.024154589,-15
24,2018,537,541,717,901,989,DeKalb County,71109.0,797,AL,40,-0.100376412,-80
25,2018,588,691,829,1055,1451,Elmore County,79303.0,822,AL,40,0.008515815,7
26,2018,513,528,606,797,825,Escambia County,38319.0,621,AL,40,-0.024154589,-15
27,2018,494,497,661,829,972,Etowah County,104430.0,716,AL,40,-0.076815642,-55
28,2018,483,528,606,851,857,Fayette County,17241.0,621,AL,40,-0.024154589,-15
29,2018,483,519,606,760,857,Franklin County,31704.0,621,AL,40,-0.024154589,-15
30,2018,531,535,695,934,1090,Geneva County,26790.0,656,AL,40,0.05945122,39
31,2018,483,483,606,854,857,Greene County,9045.0,621,AL,40,-0.024154589,-15
32,2018,599,660,805,1034,1096,Hale County,15760.0,782,AL,40,0.029411765,23
33,2018,538,554,636,797,1120,Henry County,17302.0,621,AL,40,0.024154589,15
34,2018,531,535,695,934,1090,Houston County,101547.0,656,AL,40,0.05945122,39
35,2018,399,517,625,784,851,Jackson County,53227.0,644,AL,40,-0.029503106,-19
36,2018,692,768,882,1176,1315,Jefferson County,658466.0,866,AL,40,0.018475751,16
37,2018,483,523,606,854,857,Lamar County,14564.0,621,AL,40,-0.024154589,-15
38,2018,526,529,669,887,1110,Lauderdale County,92709.0,673,AL,40,-0.005943536,-4
39,2018,443,523,669,873,926,Lawrence County,34339.0,640,AL,40,0.0453125,29
40,2018,557,633,827,1107,1339,Lee County,140247.0,798,AL,40,0.036340852,29
41,2018,521,603,717,966,1263,Limestone County,82782.0,746,AL,40,-0.038873995,-29
42,2018,588,691,829,1055,1451,Lowndes County,11299.0,822,AL,40,0.008515815,7
43,2018,453,456,606,871,1012,Macon County,21452.0,621,AL,40,-0.024154589,-15
44,2018,521,603,717,966,1263,Madison County,334811.0,746,AL,40,-0.038873995,-29
45,2018,483,498,606,881,1067,Marengo County,21027.0,621,AL,40,-0.024154589,-15
46,2018,453,456,606,804,953,Marion County,30776.0,621,AL,40,-0.024154589,-15
47,2018,468,471,623,845,849,Marshall County,93019.0,621,AL,40,0.003220612,2
48,2018,679,683,840,1102,1276,Mobile County,412992.0,892,AL,40,-0.058295964,-52
49,2018,483,528,606,774,941,Monroe County,23068.0,621,AL,40,-0.024154589,-15
50,2018,588,691,829,1055,1451,Montgomery County,229363.0,822,AL,40,0.008515815,7
51,2018,443,523,669,873,926,Morgan County,119490.0,640,AL,40,0.0453125,29
52,2018,513,528,606,854,857,Perry County,10591.0,621,AL,40,-0.024154589,-15
53,2018,451,456,606,822,825,Pickens County,19746.0,621,AL,40,-0.024154589,-15
54,2018,502,505,606,823,825,Pike County,32899.0,654,AL,40,-0.073394495,-48
55,2018,452,491,621,887,978,Randolph County,22913.0,662,AL,40,-0.061933535,-41
56,2018,621,685,823,1142,1450,Russell County,52947.0,777,AL,40,0.059202059,46
57,2018,692,768,882,1176,1315,St. Clair County,83593.0,866,AL,40,0.018475751,16
58,2018,692,768,882,1176,1315,Shelby County,195085.0,866,AL,40,0.018475751,16
59,2018,538,541,720,903,981,Sumter County,13763.0,736,AL,40,-0.02173913,-16
60,2018,471,474,630,855,878,Talladega County,82291.0,675,AL,40,-0.066666667,-45
61,2018,513,526,606,857,974,Tallapoosa County,41616.0,621,AL,40,-0.024154589,-15
62,2018,599,660,805,1034,1096,Tuscaloosa County,194656.0,782,AL,40,0.029411765,23
63,2018,502,505,655,828,979,Walker County,67023.0,641,AL,40,0.021840874,14
64,2018,497,497,624,785,882,Washington County,17581.0,621,AL,40,0.004830918,3
65,2018,483,528,606,854,857,Wilcox County,11670.0,621,AL,40,-0.024154589,-15
66,2018,453,456,606,881,1009,Winston County,24484.0,621,AL,40,-0.024154589,-15
67,2018,751,915,1051,1318,1431,Aleutians East Borough,3141.0,1077,AK,40,-0.024141133,-26
68,2018,1038,1224,1628,2041,2505,Aleutians West Census Area,5561.0,1691,AK,40,-0.037256062,-63
69,2018,923,1035,1337,1945,2355,Anchorage Municipality,291826.0,1293,AK,40,0.034029389,44
70,2018,1058,1290,1481,1857,2017,Bethel Census Area,17013.0,1464,AK,40,0.011612022,17
71,2018,892,949,1248,1610,1700,Bristol Bay Borough,997.0,1244,AK,40,0.003215434,4
72,2018,1042,1130,1458,1840,2244,Denali Borough,1826.0,1579,AK,40,-0.076630779,-121
73,2018,1013,1046,1201,1663,1848,Dillingham Census Area,4847.0,1192,AK,40,0.007550336,9
74,2018,873,1029,1368,1990,2409,Fairbanks North Star Borough,97581.0,1267,AK,40,0.079715864,101
75,2018,704,858,985,1247,1516,Haines Borough,2508.0,1007,AK,40,-0.021847071,-22
76,2018,535,650,839,1139,1143,Hoonah-Angoon Census Area,2150.0,861,AK,40,-0.025551684,-22
77,2018,910,1072,1426,2039,2512,Juneau City and Borough,31275.0,1466,AK,40,-0.02728513,-40
78,2018,814,819,1082,1403,1595,Kenai Peninsula Borough,55400.0,1113,AK,40,-0.02785265,-31
79,2018,801,944,1255,1649,2210,Ketchikan Gateway Borough,13477.0,1317,AK,40,-0.047076689,-62
80,2018,898,924,1061,1543,1738,Kodiak Island Borough,13592.0,1096,AK,40,-0.031934307,-35
81,2018,659,804,923,1157,1257,Kusilvak Census Area,7459.0,971,AK,40,-0.049433574,-48
82,2018,629,752,881,1105,1356,Lake and Peninsula Borough,1631.0,910,AK,40,-0.031868132,-29
83,2018,740,835,1111,1616,1957,Matanuska-Susitna Borough,88995.0,1041,AK,40,0.067243036,70
84,2018,970,1285,1521,1907,2072,Nome Census Area,9492.0,1582,AK,40,-0.038558786,-61
85,2018,926,1028,1180,1598,2040,North Slope Borough,9430.0,1231,AK,40,-0.041429732,-51
86,2018,1080,1111,1276,1732,1738,Northwest Arctic Borough,7523.0,1262,AK,40,0.011093502,14
87,2018,692,816,1085,1360,1670,Petersburg Census Area,3815.0,1060,AK,40,0.023584906,25
88,2018,790,795,1032,1294,1406,Prince of Wales-Hyder Census Area,5559.0,1062,AK,40,-0.028248588,-30
89,2018,903,1007,1261,1753,2221,Sitka City and Borough,8881.0,1278,AK,40,-0.013302034,-17
90,2018,965,1090,1351,1965,2079,Skagway Municipality,968.0,1414,AK,40,-0.044554455,-63
91,2018,872,1030,1220,1775,2149,Southeast Fairbanks Census Area,7029.0,1223,AK,40,-0.002452984,-3
92,2018,835,898,1194,1497,1838,Valdez-Cordova Census Area,9636.0,1139,AK,40,0.048287972,55
93,2018,718,723,962,1223,1480,Wrangell City and Borough,2369.0,1010,AK,40,-0.047524752,-48
94,2018,799,841,1118,1402,1721,Yakutat City and Borough,662.0,1182,AK,40,-0.054145516,-64
95,2018,613,617,789,1033,1390,Yukon-Koyukuk Census Area,5588.0,789,AK,40,0.0,0
96,2018,508,595,697,998,1206,Apache County,71518.0,681,AZ,40,0.02349486,16
97,2018,617,621,779,1133,1372,Cochise County,131346.0,747,AZ,40,0.042838019,32
98,2018,782,920,1129,1446,1719,Coconino County,134421.0,1037,AZ,40,0.088717454,92
99,2018,643,647,861,1090,1173,Gila County,53597.0,801,AZ,40,0.074906367,60
100,2018,595,650,785,1142,1354,Graham County,37220.0,737,AZ,40,0.065128901,48
101,2018,530,531,700,878,953,Greenlee County,8437.0,681,AZ,40,0.027900147,19
102,2018,568,571,760,953,1140,La Paz County,20489.0,719,AZ,40,0.057023644,41
103,2018,684,815,1013,1474,1697,Maricopa County,3817117.0,944,AZ,40,0.07309322,69
104,2018,564,626,797,1145,1264,Mohave County,200186.0,762,AZ,40,0.045931759,35
105,2018,572,575,722,969,1118,Navajo County,107449.0,748,AZ,40,-0.034759358,-26
106,2018,545,642,854,1242,1463,Pima County,980263.0,867,AZ,40,-0.014994233,-13
107,2018,684,815,1013,1474,1697,Pinal County,375770.0,944,AZ,40,0.07309322,69
108,2018,534,535,711,965,968,Santa Cruz County,47420.0,681,AZ,40,0.044052863,30
109,2018,665,670,891,1271,1275,Yavapai County,211033.0,901,AZ,40,-0.011098779,-10
110,2018,583,601,800,1164,1409,Yuma County,195751.0,870,AZ,40,-0.08045977,-70
111,2018,477,480,634,864,988,Arkansas County,19019.0,611,AR,40,0.037643208,23
112,2018,483,535,633,827,862,Ashley County,21853.0,611,AR,40,0.036006547,22
113,2018,501,516,686,908,934,Baxter County,41513.0,659,AR,40,0.040971168,27
114,2018,524,558,723,1039,1273,Benton County,221339.0,748,AR,40,-0.03342246,-25
115,2018,473,476,633,921,1115,Boone County,36903.0,623,AR,40,0.016051364,10
116,2018,420,495,659,826,898,Bradley County,11508.0,688,AR,40,-0.042151163,-29
117,2018,493,563,646,839,941,Calhoun County,5368.0,622,AR,40,0.038585209,24
118,2018,489,495,655,850,957,Carroll County,27446.0,642,AR,40,0.020249221,13
119,2018,483,551,633,921,922,Chicot County,11800.0,611,AR,40,0.036006547,22
120,2018,473,476,633,862,1020,Clark County,22995.0,611,AR,40,0.036006547,22
121,2018,473,476,633,894,922,Clay County,16083.0,611,AR,40,0.036006547,22
122,2018,503,506,673,939,1014,Cleburne County,25970.0,660,AR,40,0.01969697,13
123,2018,479,537,691,866,1076,Cleveland County,8689.0,659,AR,40,0.048558422,32
124,2018,451,551,633,921,960,Columbia County,24552.0,611,AR,40,0.036006547,22
125,2018,529,532,708,888,1024,Conway County,21273.0,688,AR,40,0.029069767,20
126,2018,493,613,743,1046,1047,Craighead County,96443.0,735,AR,40,0.010884354,8
127,2018,486,524,697,944,1124,Crawford County,61948.0,679,AR,40,0.026509573,18
128,2018,628,705,833,1136,1316,Crittenden County,50902.0,835,AR,40,-0.00239521,-2
129,2018,520,523,696,873,948,Cross County,17870.0,670,AR,40,0.03880597,26
130,2018,473,476,633,883,886,Dallas County,8116.0,611,AR,40,0.036006547,22
131,2018,473,476,633,854,922,Desha County,13008.0,611,AR,40,0.036006547,22
132,2018,478,481,640,849,872,Drew County,18509.0,618,AR,40,0.035598706,22
133,2018,585,676,811,1086,1289,Faulkner County,113237.0,814,AR,40,-0.003685504,-3
134,2018,479,483,642,805,935,Franklin County,18125.0,611,AR,40,0.050736498,31
135,2018,473,476,633,859,862,Fulton County,12245.0,611,AR,40,0.036006547,22
136,2018,531,580,771,967,1123,Garland County,96024.0,765,AR,40,0.007843137,6
137,2018,470,566,650,938,1050,Grant County,17853.0,622,AR,40,0.045016077,28
138,2018,514,550,673,901,1099,Greene County,42090.0,658,AR,40,0.022796353,15
139,2018,489,504,641,804,873,Hempstead County,22609.0,613,AR,40,0.045676998,28
140,2018,499,554,653,856,1042,Hot Spring County,32923.0,649,AR,40,0.006163328,4
141,2018,404,476,633,804,922,Howard County,13789.0,611,AR,40,0.036006547,22
142,2018,473,476,633,794,895,Independence County,36647.0,611,AR,40,0.036006547,22
143,2018,473,476,633,859,862,Izard County,13696.0,611,AR,40,0.036006547,22
144,2018,404,476,633,794,975,Jackson County,17997.0,611,AR,40,0.036006547,22
145,2018,479,537,691,866,1076,Jefferson County,77435.0,659,AR,40,0.048558422,32
146,2018,486,489,651,853,923,Johnson County,25540.0,638,AR,40,0.020376176,13
147,2018,483,511,633,819,1034,Lafayette County,7645.0,611,AR,40,0.036006547,22
148,2018,494,497,633,849,971,Lawrence County,17415.0,611,AR,40,0.036006547,22
149,2018,473,476,633,874,1029,Lee County,10424.0,611,AR,40,0.036006547,22
150,2018,479,537,691,866,1076,Lincoln County,14134.0,659,AR,40,0.048558422,32
151,2018,450,476,633,804,918,Little River County,13171.0,611,AR,40,0.036006547,22
152,2018,483,551,633,835,908,Logan County,22353.0,611,AR,40,0.036006547,22
153,2018,585,676,811,1086,1289,Lonoke County,68356.0,814,AR,40,-0.003685504,-3
154,2018,524,558,723,1039,1273,Madison County,15717.0,748,AR,40,-0.03342246,-25
155,2018,440,504,633,801,1115,Marion County,16653.0,611,AR,40,0.036006547,22
156,2018,558,627,795,1022,1178,Miller County,43462.0,720,AR,40,0.104166667,75
157,2018,486,489,651,840,887,Mississippi County,46480.0,625,AR,40,0.0416,26
158,2018,483,495,633,798,1115,Monroe County,8149.0,611,AR,40,0.036006547,22
159,2018,473,476,633,794,922,Montgomery County,9487.0,611,AR,40,0.036006547,22
160,2018,480,483,643,828,876,Nevada County,8997.0,615,AR,40,0.045528455,28
161,2018,478,481,633,921,922,Newton County,8330.0,611,AR,40,0.036006547,22
162,2018,517,521,633,845,974,Ouachita County,26120.0,611,AR,40,0.036006547,22
163,2018,585,676,811,1086,1289,Perry County,10445.0,814,AR,40,-0.003685504,-3
164,2018,473,476,633,918,1115,Phillips County,21757.0,611,AR,40,0.036006547,22
165,2018,536,551,633,794,917,Pike County,11291.0,611,AR,40,0.036006547,22
166,2018,473,476,633,859,862,Poinsett County,24583.0,632,AR,40,0.001582278,1
167,2018,473,476,633,794,1028,Polk County,20662.0,611,AR,40,0.036006547,22
168,2018,488,492,654,951,1055,Pope County,61754.0,645,AR,40,0.013953488,9
169,2018,473,476,633,852,969,Prairie County,8715.0,611,AR,40,0.036006547,22
170,2018,585,676,811,1086,1289,Pulaski County,382748.0,814,AR,40,-0.003685504,-3
171,2018,473,476,633,794,922,Randolph County,17969.0,611,AR,40,0.036006547,22
172,2018,473,476,633,921,1115,St. Francis County,28258.0,611,AR,40,0.036006547,22
173,2018,585,676,811,1086,1289,Saline County,107118.0,814,AR,40,-0.003685504,-3
174,2018,473,476,633,794,922,Scott County,11233.0,611,AR,40,0.036006547,22
175,2018,483,508,633,856,922,Searcy County,8195.0,611,AR,40,0.036006547,22
176,2018,486,524,697,944,1124,Sebastian County,125744.0,679,AR,40,0.026509573,18
177,2018,411,476,633,794,922,Sevier County,17058.0,611,AR,40,0.036006547,22
178,2018,404,476,633,836,935,Sharp County,17264.0,611,AR,40,0.036006547,22
179,2018,473,476,633,794,862,Stone County,12394.0,618,AR,40,0.024271845,15
180,2018,537,549,634,795,1064,Union County,41639.0,670,AR,40,-0.053731343,-36
181,2018,473,476,633,830,883,Van Buren County,17295.0,611,AR,40,0.036006547,22
182,2018,524,558,723,1039,1273,Washington County,203065.0,748,AR,40,-0.03342246,-25
183,2018,504,507,657,940,1157,White County,77076.0,622,AR,40,0.056270096,35
184,2018,407,476,633,794,862,Woodruff County,7260.0,611,AR,40,0.036006547,22
185,2018,500,504,633,921,1015,Yell County,22185.0,611,AR,40,0.036006547,22
186,2018,1540,1855,2329,3219,3946,Alameda County,1510271.0,2173,CA,40,0.071790152,156
187,2018,646,710,940,1339,1520,Alpine County,1175.0,846,CA,40,0.111111111,94
188,2018,725,793,1055,1522,1687,Amador County,38091.0,1012,CA,40,0.042490119,43
189,2018,712,785,992,1443,1689,Butte County,220000.0,923,CA,40,0.07475623,69
190,2018,619,763,902,1312,1589,Calaveras County,45578.0,867,CA,40,0.040369089,35
191,2018,546,745,856,1245,1441,Colusa County,21419.0,822,CA,40,0.04136253,34
192,2018,1540,1855,2329,3219,3946,Contra Costa County,1049025.0,2173,CA,40,0.071790152,156
193,2018,662,724,893,1266,1460,Del Norte County,28610.0,890,CA,40,0.003370787,3
194,2018,757,860,1086,1580,1913,El Dorado County,181058.0,1036,CA,40,0.048262548,50
195,2018,697,771,958,1368,1599,Fresno County,930450.0,887,CA,40,0.080045096,71
196,2018,558,611,813,1060,1107,Glenn County,28122.0,775,CA,40,0.049032258,38
197,2018,639,729,956,1391,1600,Humboldt County,134623.0,1026,CA,40,-0.068226121,-70
198,2018,575,687,901,1199,1564,Imperial County,174528.0,822,CA,40,0.096107056,79
199,2018,755,760,917,1309,1313,Inyo County,18546.0,878,CA,40,0.044419134,39
200,2018,672,695,904,1303,1550,Kern County,839631.0,844,CA,40,0.071090047,60
201,2018,747,752,929,1331,1496,Kings County,152982.0,803,CA,40,0.156911582,126
202,2018,583,705,914,1330,1474,Lake County,64665.0,915,CA,40,-0.001092896,-1
203,2018,596,653,868,1220,1454,Lassen County,34895.0,917,CA,40,-0.053435115,-49
204,2018,1067,1284,1663,2231,2467,Los Angeles County,9818605.0,1545,CA,40,0.076375405,118
205,2018,718,723,962,1361,1548,Madera County,150865.0,893,CA,40,0.077267637,69
206,2018,2014,2499,3121,4070,4346,Marin County,252409.0,3018,CA,40,0.034128562,103
207,2018,626,717,912,1286,1555,Mariposa County,18251.0,864,CA,40,0.055555556,48
208,2018,708,777,1033,1461,1653,Mendocino County,87841.0,1031,CA,40,0.001939864,2
209,2018,542,623,790,1149,1368,Merced County,255793.0,776,CA,40,0.018041237,14
210,2018,479,533,697,1014,1127,Modoc County,9686.0,681,CA,40,0.02349486,16
211,2018,790,924,1229,1545,1988,Mono County,14202.0,1190,CA,40,0.032773109,39
212,2018,986,1146,1433,2074,2215,Monterey County,415057.0,1417,CA,40,0.011291461,16
213,2018,1005,1196,1575,2286,2533,Napa County,136484.0,1598,CA,40,-0.014392991,-23
214,2018,757,892,1186,1725,2075,Nevada County,98764.0,1309,CA,40,-0.093964859,-123
215,2018,1294,1493,1876,2626,3045,Orange County,3010232.0,1813,CA,40,0.034749035,63
216,2018,757,860,1086,1580,1913,Placer County,348432.0,1036,CA,40,0.048262548,50
217,2018,592,751,862,1169,1330,Plumas County,20007.0,831,CA,40,0.037304452,31
218,2018,768,926,1156,1618,2004,Riverside County,2189641.0,1197,CA,40,-0.034252297,-41
219,2018,757,860,1086,1580,1913,Sacramento County,1418788.0,1036,CA,40,0.048262548,50
220,2018,1269,1277,1699,2471,2992,San Benito County,55269.0,1490,CA,40,0.140268456,209
221,2018,768,926,1156,1618,2004,San Bernardino County,2035210.0,1197,CA,40,-0.034252297,-41
222,2018,1257,1400,1816,2612,3198,San Diego County,3095313.0,1741,CA,50,0.04307869,75
223,2018,2014,2499,3121,4070,4346,San Francisco County,805235.0,3018,CA,40,0.034128562,103
224,2018,631,746,990,1440,1744,San Joaquin County,685306.0,967,CA,40,0.023784902,23
225,2018,971,1107,1427,2076,2513,San Luis Obispo County,269637.0,1309,CA,40,0.090145149,118
226,2018,2014,2499,3121,4070,4346,San Mateo County,718451.0,3018,CA,40,0.034128562,103
227,2018,1393,1636,1917,2603,3030,Santa Barbara County,423895.0,1555,CA,40,0.232797428,362
228,2018,1716,2031,2522,3468,3942,Santa Clara County,1781642.0,2220,CA,40,0.136036036,302
229,2018,1253,1477,1965,2615,2961,Santa Cruz County,262382.0,1828,CA,40,0.074945295,137
230,2018,658,713,915,1331,1612,Shasta County,177223.0,892,CA,40,0.025784753,23
231,2018,818,899,1191,1493,1926,Sierra County,3240.0,1151,CA,40,0.034752389,40
232,2018,524,617,821,1137,1353,Siskiyou County,44900.0,814,CA,40,0.008599509,7
233,2018,874,1087,1341,1951,2361,Solano County,413344.0,1294,CA,40,0.036321484,47
234,2018,1224,1420,1843,2681,3246,Sonoma County,483878.0,1572,CA,40,0.172391858,271
235,2018,727,809,1035,1478,1772,Stanislaus County,514453.0,938,CA,40,0.103411514,97
236,2018,674,678,887,1290,1562,Sutter County,94737.0,886,CA,40,0.001128668,1
237,2018,563,617,820,1115,1119,Tehama County,63463.0,823,CA,40,-0.0036452,-3
238,2018,582,637,847,1217,1492,Trinity County,13786.0,813,CA,40,0.041820418,34
239,2018,629,633,842,1194,1396,Tulare County,442179.0,873,CA,40,-0.035509737,-31
240,2018,654,746,957,1315,1496,Tuolumne County,55365.0,969,CA,40,-0.012383901,-12
241,2018,1109,1308,1739,2455,2938,Ventura County,823318.0,1762,CA,40,-0.013053348,-23
242,2018,848,905,1203,1706,2119,Yolo County,200849.0,1175,CA,40,0.023829787,28
243,2018,674,678,887,1290,1562,Yuba County,72155.0,886,CA,40,0.001128668,1
244,2018,938,1127,1418,2031,2351,Adams County,441603.0,1305,CO,40,0.086590038,113
245,2018,620,623,756,1061,1159,Alamosa County,15445.0,715,CO,40,0.057342657,41
246,2018,938,1127,1418,2031,2351,Arapahoe County,572003.0,1305,CO,40,0.086590038,113
247,2018,704,708,913,1242,1416,Archuleta County,12084.0,808,CO,40,0.129950495,105
248,2018,590,607,697,1014,1228,Baca County,3788.0,681,CO,40,0.02349486,16
249,2018,554,558,740,962,1008,Bent County,6499.0,686,CO,40,0.078717201,54
250,2018,1084,1195,1461,2056,2350,Boulder County,294567.0,1240,CO,40,0.178225806,221
251,2018,938,1127,1418,2031,2351,Broomfield County,55889.0,1305,CO,40,0.086590038,113
252,2018,550,648,862,1170,1174,Chaffee County,17809.0,764,CO,40,0.128272251,98
253,2018,521,525,698,875,965,Cheyenne County,1836.0,681,CO,40,0.024963289,17
254,2018,938,1127,1418,2031,2351,Clear Creek County,9088.0,1305,CO,40,0.086590038,113
255,2018,590,604,697,941,949,Conejos County,8256.0,681,CO,40,0.02349486,16
256,2018,573,576,743,932,1139,Costilla County,3524.0,681,CO,40,0.091042584,62
257,2018,611,629,722,905,1008,Crowley County,5823.0,681,CO,40,0.06020558,41
258,2018,549,552,712,1036,1254,Custer County,4255.0,681,CO,40,0.045521292,31
259,2018,680,685,911,1224,1299,Delta County,30952.0,835,CO,40,0.091017964,76
260,2018,938,1127,1418,2031,2351,Denver County,600158.0,1305,CO,40,0.086590038,113
261,2018,590,607,697,1014,1068,Dolores County,2064.0,681,CO,40,0.02349486,16
262,2018,938,1127,1418,2031,2351,Douglas County,285465.0,1305,CO,40,0.086590038,113
263,2018,929,1162,1456,1825,2209,Eagle County,52197.0,1256,CO,40,0.159235669,200
264,2018,938,1127,1418,2031,2351,Elbert County,23086.0,1305,CO,40,0.086590038,113
265,2018,651,793,1020,1484,1797,El Paso County,622263.0,950,CO,40,0.073684211,70
266,2018,603,607,776,1098,1250,Fremont County,46824.0,709,CO,40,0.094499295,67
267,2018,849,855,1112,1574,1934,Garfield County,56389.0,1019,CO,40,0.091265947,93
268,2018,938,1127,1418,2031,2351,Gilpin County,5441.0,1305,CO,40,0.086590038,113
269,2018,658,776,1032,1400,1608,Grand County,14843.0,943,CO,40,0.094379639,89
270,2018,575,734,901,1248,1582,Gunnison County,15324.0,800,CO,40,0.12625,101
271,2018,574,713,819,1135,1255,Hinsdale County,843.0,754,CO,40,0.086206897,65
272,2018,570,573,742,1007,1011,Huerfano County,6711.0,681,CO,40,0.089574156,61
273,2018,661,665,858,1076,1315,Jackson County,1394.0,737,CO,40,0.164179104,121
274,2018,938,1127,1418,2031,2351,Jefferson County,534543.0,1305,CO,40,0.086590038,113
275,2018,630,634,817,1024,1113,Kiowa County,1398.0,775,CO,40,0.054193548,42
276,2018,537,541,697,887,1228,Kit Carson County,8270.0,681,CO,40,0.02349486,16
277,2018,753,758,916,1222,1404,Lake County,7310.0,869,CO,40,0.054085155,47
278,2018,775,861,1043,1517,1683,La Plata County,51334.0,967,CO,40,0.078593588,76
279,2018,782,905,1106,1609,1948,Larimer County,299630.0,996,CO,40,0.110441767,110
280,2018,631,635,845,1162,1243,Las Animas County,15507.0,793,CO,40,0.06557377,52
281,2018,559,563,749,987,1148,Lincoln County,5467.0,681,CO,40,0.099853157,68
282,2018,616,620,770,1120,1344,Logan County,22709.0,702,CO,40,0.096866097,68
283,2018,589,635,844,1228,1487,Mesa County,146723.0,799,CO,40,0.056320401,45
284,2018,683,687,886,1227,1358,Mineral County,712.0,681,CO,40,0.3010279,205
285,2018,680,684,809,1171,1396,Moffat County,13795.0,727,CO,40,0.112792297,82
286,2018,607,610,726,1056,1279,Montezuma County,25535.0,681,CO,40,0.066079295,45
287,2018,657,662,880,1219,1223,Montrose County,41276.0,796,CO,40,0.105527638,84
288,2018,565,574,763,1023,1082,Morgan County,28159.0,681,CO,40,0.12041116,82
289,2018,587,591,786,985,1071,Otero County,18831.0,707,CO,40,0.111739745,79
290,2018,729,884,1143,1546,1752,Ouray County,4436.0,1076,CO,40,0.062267658,67
291,2018,938,1127,1418,2031,2351,Park County,16206.0,1305,CO,40,0.086590038,113
292,2018,538,542,721,904,1105,Phillips County,4442.0,681,CO,40,0.058737151,40
293,2018,1108,1306,1737,2357,2366,Pitkin County,17148.0,1599,CO,40,0.08630394,138
294,2018,584,587,697,941,1072,Prowers County,12551.0,681,CO,40,0.02349486,16
295,2018,575,579,770,1090,1244,Pueblo County,159063.0,802,CO,40,-0.039900249,-32
296,2018,621,625,806,1107,1111,Rio Blanco County,6666.0,736,CO,40,0.095108696,70
297,2018,590,607,697,1012,1106,Rio Grande County,11982.0,681,CO,40,0.02349486,16
298,2018,985,991,1236,1798,1894,Routt County,23509.0,1135,CO,40,0.088986784,101
299,2018,521,524,697,1014,1068,Saguache County,6108.0,681,CO,40,0.02349486,16
300,2018,954,960,1238,1552,1897,San Juan County,699.0,1054,CO,40,0.174573055,184
301,2018,929,1095,1456,1871,2156,San Miguel County,7359.0,1302,CO,40,0.11827957,154
302,2018,521,524,697,881,1007,Sedgwick County,2379.0,681,CO,40,0.02349486,16
303,2018,1060,1067,1419,1779,1933,Summit County,27994.0,1277,CO,40,0.111198121,142
304,2018,666,803,1044,1503,1839,Teller County,23350.0,1003,CO,40,0.040877368,41
305,2018,590,607,697,903,1068,Washington County,4814.0,681,CO,40,0.02349486,16
306,2018,625,744,937,1363,1650,Weld County,252825.0,897,CO,40,0.044593088,40
307,2018,521,524,697,1014,1123,Yuma County,10043.0,681,CO,40,0.02349486,16
308,2018,1026,1280,1609,2017,2512,Fairfield County,18584.0,1377,CT,40,0.168482208,232
309,2018,846,1010,1272,1595,1969,Fairfield County,144229.0,1243,CT,40,0.023330652,29
310,2018,1026,1280,1609,2017,2512,Fairfield County,16452.0,1377,CT,40,0.168482208,232
311,2018,1026,1280,1609,2017,2512,Fairfield County,80893.0,1377,CT,40,0.168482208,232
312,2018,1267,1571,1986,2544,3029,Fairfield County,20732.0,1958,CT,40,0.014300306,28
