fips2010,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state,metro_code,areaname,county,cousub,countyname,county_town_name,pop2017,state_alpha,metro
0100199999,640,766,908,1148,1520,1,METRO33860M33860,"Montgomery, AL MSA",1,99999,Autauga County,Autauga County,55035,AL,1
0100399999,718,723,922,1249,1584,1,METRO19300M19300,"Daphne-Fairhope-Foley, AL MSA",3,99999,Baldwin County,Baldwin County,203360,AL,1
0100599999,488,492,648,806,907,1,NCNTY01005N01005,"Barbour County, AL",5,99999,Barbour County,Barbour County,26200,AL,0
0100799999,817,871,1002,1303,1409,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",7,99999,Bibb County,Bibb County,22580,AL,1
0100999999,817,871,1002,1303,1409,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",9,99999,Blount County,Blount County,57665,AL,1
0101199999,532,549,705,877,1034,1,NCNTY01011N01011,"Bullock County, AL",11,99999,Bullock County,Bullock County,10480,AL,0
0101399999,479,556,634,789,930,1,NCNTY01013N01013,"Butler County, AL",13,99999,Butler County,Butler County,20125,AL,0
0101599999,482,549,723,944,1094,1,METRO11500M11500,"Anniston-Oxford-Jacksonville, AL MSA",15,99999,Calhoun County,Calhoun County,115525,AL,1
0101799999,534,620,744,956,1046,1,NCNTY01017N01017,"Chambers County, AL",17,99999,Chambers County,Chambers County,33895,AL,0
0101999999,479,481,634,877,880,1,NCNTY01019N01019,"Cherokee County, AL",19,99999,Cherokee County,Cherokee County,25855,AL,0
0102199999,595,625,713,1020,1061,1,METRO13820N01021,"Chilton County, AL HUD Metro FMR Area",21,99999,Chilton County,Chilton County,43805,AL,1
0102399999,479,481,634,789,910,1,NCNTY01023N01023,"Choctaw County, AL",23,99999,Choctaw County,Choctaw County,13190,AL,0
0102599999,479,493,634,907,930,1,NCNTY01025N01025,"Clarke County, AL",25,99999,Clarke County,Clarke County,24625,AL,0
0102799999,479,556,634,868,1060,1,NCNTY01027N01027,"Clay County, AL",27,99999,Clay County,Clay County,13405,AL,0
0102999999,479,481,634,892,968,1,NCNTY01029N01029,"Cleburne County, AL",29,99999,Cleburne County,Cleburne County,14940,AL,0
0103199999,522,551,692,990,1184,1,NCNTY01031N01031,"Coffee County, AL",31,99999,Coffee County,Coffee County,51075,AL,0
0103399999,525,580,748,943,1213,1,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",33,99999,Colbert County,Colbert County,54435,AL,1
0103599999,479,532,634,907,930,1,NCNTY01035N01035,"Conecuh County, AL",35,99999,Conecuh County,Conecuh County,12650,AL,0
0103799999,520,523,689,857,1011,1,NCNTY01037N01037,"Coosa County, AL",37,99999,Coosa County,Coosa County,10955,AL,0
0103999999,479,499,634,846,1044,1,NCNTY01039N01039,"Covington County, AL",39,99999,Covington County,Covington County,37520,AL,0
0104199999,479,481,634,789,930,1,NCNTY01041N01041,"Crenshaw County, AL",41,99999,Crenshaw County,Crenshaw County,13865,AL,0
0104399999,494,541,665,898,902,1,NCNTY01043N01043,"Cullman County, AL",43,99999,Cullman County,Cullman County,81705,AL,0
0104599999,523,526,634,890,1098,1,NCNTY01045N01045,"Dale County, AL",45,99999,Dale County,Dale County,49395,AL,0
0104799999,492,498,646,804,876,1,NCNTY01047N01047,"Dallas County, AL",47,99999,Dallas County,Dallas County,40755,AL,0
0104999999,418,492,634,852,936,1,NCNTY01049N01049,"DeKalb County, AL",49,99999,DeKalb County,DeKalb County,71195,AL,0
0105199999,640,766,908,1148,1520,1,METRO33860M33860,"Montgomery, AL MSA",51,99999,Elmore County,Elmore County,80990,AL,1
0105399999,479,537,634,809,991,1,NCNTY01053N01053,"Escambia County, AL",53,99999,Escambia County,Escambia County,37620,AL,0
0105599999,557,560,717,902,1002,1,METRO23460M23460,"Gadsden, AL MSA",55,99999,Etowah County,Etowah County,103130,AL,1
0105799999,479,556,634,802,930,1,NCNTY01057N01057,"Fayette County, AL",57,99999,Fayette County,Fayette County,16655,AL,0
0105999999,479,539,634,796,1043,1,NCNTY01059N01059,"Franklin County, AL",59,99999,Franklin County,Franklin County,31505,AL,0
0106199999,543,547,706,923,1057,1,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",61,99999,Geneva County,Geneva County,26570,AL,1
0106399999,479,556,634,840,860,1,NCNTY01063N01063,"Greene County, AL",63,99999,Greene County,Greene County,8535,AL,0
0106599999,691,695,839,1061,1138,1,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",65,99999,Hale County,Hale County,14995,AL,1
0106799999,492,532,634,858,1098,1,METRO20020N01067,"Henry County, AL HUD Metro FMR Area",67,99999,Henry County,Henry County,17110,AL,1
0106999999,543,547,706,923,1057,1,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",69,99999,Houston County,Houston County,104110,AL,1
0107199999,459,574,695,864,1020,1,NCNTY01071N01071,"Jackson County, AL",71,99999,Jackson County,Jackson County,52325,AL,0
0107399999,817,871,1002,1303,1409,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",73,99999,Jefferson County,Jefferson County,659460,AL,1
0107599999,479,545,634,857,860,1,NCNTY01075N01075,"Lamar County, AL",75,99999,Lamar County,Lamar County,14020,AL,0
0107799999,525,580,748,943,1213,1,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",77,99999,Lauderdale County,Lauderdale County,92590,AL,1
0107999999,509,574,708,925,960,1,METRO19460M19460,"Decatur, AL MSA",79,99999,Lawrence County,Lawrence County,33290,AL,1
0108199999,590,625,824,1078,1227,1,METRO12220M12220,"Auburn-Opelika, AL MSA",81,99999,Lee County,Lee County,156595,AL,1
0108399999,589,690,821,1089,1387,1,METRO26620M26620,"Huntsville, AL MSA",83,99999,Limestone County,Limestone County,91695,AL,1
0108599999,640,766,908,1148,1520,1,METRO33860M33860,"Montgomery, AL MSA",85,99999,Lowndes County,Lowndes County,10360,AL,1
0108799999,501,504,664,826,1150,1,NCNTY01087N01087,"Macon County, AL",87,99999,Macon County,Macon County,19360,AL,0
0108999999,589,690,821,1089,1387,1,METRO26620M26620,"Huntsville, AL MSA",89,99999,Madison County,Madison County,353215,AL,1
0109199999,479,556,634,876,1098,1,NCNTY01091N01091,"Marengo County, AL",91,99999,Marengo County,Marengo County,19745,AL,0
0109399999,479,481,634,857,1098,1,NCNTY01093N01093,"Marion County, AL",93,99999,Marion County,Marion County,30060,AL,0
0109599999,503,506,660,880,895,1,NCNTY01095N01095,"Marshall County, AL",95,99999,Marshall County,Marshall County,94740,AL,0
0109799999,642,658,824,1097,1212,1,METRO33660M33660,"Mobile, AL MSA",97,99999,Mobile County,Mobile County,414330,AL,1
0109999999,479,556,634,789,925,1,NCNTY01099N01099,"Monroe County, AL",99,99999,Monroe County,Monroe County,21745,AL,0
0110199999,640,766,908,1148,1520,1,METRO33860M33860,"Montgomery, AL MSA",101,99999,Montgomery County,Montgomery County,227120,AL,1
0110399999,509,574,708,925,960,1,METRO19460M19460,"Decatur, AL MSA",103,99999,Morgan County,Morgan County,119155,AL,1
0110599999,479,556,634,789,942,1,NCNTY01105N01105,"Perry County, AL",105,99999,Perry County,Perry County,9680,AL,0
0110799999,490,493,634,857,860,1,METRO46220N01107,"Pickens County, AL HUD Metro FMR Area",107,99999,Pickens County,Pickens County,20170,AL,1
0110999999,510,576,675,885,990,1,NCNTY01109N01109,"Pike County, AL",109,99999,Pike County,Pike County,33285,AL,0
0111199999,479,556,634,857,860,1,NCNTY01111N01111,"Randolph County, AL",111,99999,Randolph County,Randolph County,22530,AL,0
0111399999,644,717,832,1118,1441,1,METRO17980M17980,"Columbus, GA-AL MSA",113,99999,Russell County,Russell County,58480,AL,1
0111599999,817,871,1002,1303,1409,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",115,99999,St. Clair County,St. Clair County,86935,AL,1
0111799999,817,871,1002,1303,1409,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",117,99999,Shelby County,Shelby County,208720,AL,1
0111999999,585,603,775,964,1051,1,NCNTY01119N01119,"Sumter County, AL",119,99999,Sumter County,Sumter County,13085,AL,0
0112199999,510,512,675,880,988,1,NCNTY01121N01121,"Talladega County, AL",121,99999,Talladega County,Talladega County,80890,AL,0
0112399999,481,504,634,891,1077,1,NCNTY01123N01123,"Tallapoosa County, AL",123,99999,Tallapoosa County,Tallapoosa County,40755,AL,0
0112599999,691,695,839,1061,1138,1,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",125,99999,Tuscaloosa County,Tuscaloosa County,204425,AL,1
0112799999,546,549,724,901,982,1,METRO13820N01127,"Walker County, AL HUD Metro FMR Area",127,99999,Walker County,Walker County,64925,AL,1
0112999999,489,504,648,852,951,1,NCNTY01129N01129,"Washington County, AL",129,99999,Washington County,Washington County,16745,AL,0
0113199999,479,487,634,789,930,1,NCNTY01131N01131,"Wilcox County, AL",131,99999,Wilcox County,Wilcox County,10920,AL,0
0113399999,479,481,634,907,909,1,NCNTY01133N01133,"Winston County, AL",133,99999,Winston County,Winston County,23970,AL,0
0201399999,783,853,1115,1387,1512,2,NCNTY02013N02013,"Aleutians East Borough, AK",13,99999,Aleutians East Borough,Aleutians East Borough,3340,AK,0
0201699999,1052,1210,1595,1984,2384,2,NCNTY02016N02016,"Aleutians West Census Area, AK",16,99999,Aleutians West Census Area,Aleutians West Census Area,5785,AK,0
0202099999,877,926,1220,1746,2112,2,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",20,99999,Anchorage Municipality,Anchorage Municipality,298225,AK,1
0205099999,1146,1407,1614,2008,2189,2,NCNTY02050N02050,"Bethel Census Area, AK",50,99999,Bethel Census Area,Bethel Census Area,17955,AK,0
0206099999,760,859,1082,1460,1552,2,NCNTY02060N02060,"Bristol Bay Borough, AK",60,99999,Bristol Bay Borough,Bristol Bay Borough,915,AK,0
0206899999,1020,1111,1453,1807,2171,2,NCNTY02068N02068,"Denali Borough, AK",68,99999,Denali Borough,Denali Borough,2305,AK,0
0207099999,897,1047,1277,1704,1732,2,NCNTY02070N02070,"Dillingham Census Area, AK",70,99999,Dillingham Census Area,Dillingham Census Area,4975,AK,0
0209099999,858,987,1301,1862,2253,2,METRO21820M21820,"Fairbanks, AK MSA",90,99999,Fairbanks North Star Borough,Fairbanks North Star Borough,100030,AK,1
0210099999,694,756,989,1312,1478,2,NCNTY02100N02100,"Haines Borough, AK",100,99999,Haines Borough,Haines Borough,2535,AK,0
0210599999,670,860,1015,1314,1376,2,NCNTY02105N02105,"Hoonah-Angoon Census Area, AK",105,99999,Hoonah-Angoon Census Area,Hoonah-Angoon Census Area,2145,AK,0
0211099999,932,1124,1413,2022,2446,2,NCNTY02110N02110,"Juneau City and Borough, AK",110,99999,Juneau City and Borough,Juneau City and Borough,32435,AK,0
0212299999,814,817,1077,1494,1624,2,NCNTY02122N02122,"Kenai Peninsula Borough, AK",122,99999,Kenai Peninsula Borough,Kenai Peninsula Borough,57960,AK,0
0213099999,893,1027,1353,1801,2326,2,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",130,99999,Ketchikan Gateway Borough,Ketchikan Gateway Borough,13745,AK,0
0215099999,969,1115,1469,1860,2176,2,NCNTY02150N02150,"Kodiak Island Borough, AK",150,99999,Kodiak Island Borough,Kodiak Island Borough,13775,AK,0
0215899999,606,659,863,1073,1230,2,NCNTY02158N02158,Kusilvak Census Area,158,99999,Kusilvak Census Area,Kusilvak Census Area,8130,AK,0
0216499999,580,654,826,1112,1433,2,NCNTY02164N02164,"Lake and Peninsula Borough, AK",164,99999,Lake and Peninsula Borough,Lake and Peninsula Borough,1300,AK,0
0217099999,733,775,1020,1460,1766,2,METRO11260N02170,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",170,99999,Matanuska-Susitna Borough,Matanuska-Susitna Borough,101135,AK,1
0218099999,1193,1259,1534,1970,2080,2,NCNTY02180N02180,"Nome Census Area, AK",180,99999,Nome Census Area,Nome Census Area,9870,AK,0
0218599999,1070,1077,1419,1765,1924,2,NCNTY02185N02185,"North Slope Borough, AK",185,99999,North Slope Borough,North Slope Borough,9755,AK,0
0218899999,1115,1122,1385,1871,1878,2,NCNTY02188N02188,"Northwest Arctic Borough, AK",188,99999,Northwest Arctic Borough,Northwest Arctic Borough,7715,AK,0
0219599999,795,862,1132,1408,1781,2,NCNTY02195N02195,Petersburg Borough,195,99999,Petersburg Borough,Petersburg Borough,3275,AK,0
0219899999,735,771,1016,1264,1378,2,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",198,99999,Prince of Wales-Hyder Census Area,Prince of Wales-Hyder Census Area,6475,AK,0
0222099999,862,1008,1179,1667,2010,2,NCNTY02220N02220,"Sitka City and Borough, AK",220,99999,Sitka City and Borough,Sitka City and Borough,8810,AK,0
0223099999,897,1063,1265,1618,1890,2,NCNTY02230N02230,"Skagway Municipality, AK",230,99999,Skagway Municipality,Skagway Municipality,1040,AK,0
0224099999,929,992,1210,1732,1808,2,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",240,99999,Southeast Fairbanks Census Area,Southeast Fairbanks Census Area,6890,AK,0
0226199999,740,983,1121,1394,1675,2,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",261,99999,Valdez-Cordova Census Area,Valdez-Cordova Census Area,9440,AK,0
0227599999,688,690,910,1229,1360,2,NCNTY02275N02275,"Wrangell City and Borough, AK",275,99999,Wrangell City and Borough,Wrangell City and Borough,2475,AK,0
0228299999,817,882,1163,1447,1738,2,NCNTY02282N02282,"Yakutat City and Borough, AK",282,99999,Yakutat City and Borough,Yakutat City and Borough,680,AK,0
0229099999,553,691,788,1128,1364,2,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",290,99999,Yukon-Koyukuk Census Area,Yukon-Koyukuk Census Area,5455,AK,0
0400199999,534,596,785,1025,1101,4,NCNTY04001N04001,"Apache County, AZ",1,99999,Apache County,Apache County,71600,AZ,0
0400399999,663,667,874,1251,1513,4,METRO43420M43420,"Sierra Vista-Douglas, AZ MSA",3,99999,Cochise County,Cochise County,126515,AZ,1
0400599999,1026,1062,1315,1712,2058,4,METRO22380M22380,"Flagstaff, AZ MSA",5,99999,Coconino County,Coconino County,138640,AZ,1
0400799999,723,728,959,1296,1300,4,NCNTY04007N04007,"Gila County, AZ",7,99999,Gila County,Gila County,53145,AZ,0
0400999999,722,771,898,1285,1417,4,NCNTY04009N04009,"Graham County, AZ",9,99999,Graham County,Graham County,37700,AZ,0
0401199999,510,661,754,1014,1124,4,NCNTY04011N04011,"Greenlee County, AZ",11,99999,Greenlee County,Greenlee County,9370,AZ,0
0401299999,643,722,952,1292,1334,4,NCNTY04012N04012,"La Paz County, AZ",12,99999,La Paz County,La Paz County,20475,AZ,0
0401399999,933,1032,1251,1765,2010,4,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",13,99999,Maricopa County,Maricopa County,4155500,AZ,1
0401599999,645,725,905,1295,1427,4,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",15,99999,Mohave County,Mohave County,204690,AZ,1
0401799999,587,670,883,1187,1225,4,NCNTY04017N04017,"Navajo County, AZ",17,99999,Navajo County,Navajo County,107900,AZ,0
0401999999,633,728,959,1372,1627,4,METRO46060M46060,"Tucson, AZ MSA",19,99999,Pima County,Pima County,1007255,AZ,1
0402199999,933,1032,1251,1765,2010,4,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",21,99999,Pinal County,Pinal County,405535,AZ,1
0402399999,557,598,788,1065,1069,4,NCNTY04023N04023,"Santa Cruz County, AZ",23,99999,Santa Cruz County,Santa Cruz County,46360,AZ,0
0402599999,698,822,1051,1458,1583,4,METRO39140M39140,"Prescott, AZ MSA",25,99999,Yavapai County,Yavapai County,220970,AZ,1
0402799999,665,705,927,1321,1605,4,METRO49740M49740,"Yuma, AZ MSA",27,99999,Yuma County,Yuma County,204280,AZ,1
0500199999,506,524,691,874,943,5,NCNTY05001N05001,"Arkansas County, AR",1,99999,Arkansas County,Arkansas County,18350,AR,0
0500399999,479,563,654,866,890,5,NCNTY05003N05003,"Ashley County, AR",3,99999,Ashley County,Ashley County,20770,AR,0
0500599999,505,562,721,897,978,5,NCNTY05005N05005,"Baxter County, AR",5,99999,Baxter County,Baxter County,41095,AR,0
0500799999,579,618,780,1116,1350,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",7,99999,Benton County,Benton County,251825,AR,1
0500999999,479,548,654,912,915,5,NCNTY05009N05009,"Boone County, AR",9,99999,Boone County,Boone County,37210,AR,0
0501199999,479,520,654,844,1132,5,NCNTY05011N05011,"Bradley County, AR",11,99999,Bradley County,Bradley County,10995,AR,0
0501399999,538,558,735,914,1059,5,NCNTY05013N05013,"Calhoun County, AR",13,99999,Calhoun County,Calhoun County,5195,AR,0
0501599999,437,509,663,825,899,5,NCNTY05015N05015,"Carroll County, AR",15,99999,Carroll County,Carroll County,27780,AR,0
0501799999,479,574,654,900,1060,5,NCNTY05017N05017,"Chicot County, AR",17,99999,Chicot County,Chicot County,11010,AR,0
0501999999,442,565,658,876,1028,5,NCNTY05019N05019,"Clark County, AR",19,99999,Clark County,Clark County,22495,AR,0
0502199999,493,496,654,826,1132,5,NCNTY05021N05021,"Clay County, AR",21,99999,Clay County,Clay County,15190,AR,0
0502399999,514,533,703,901,953,5,NCNTY05023N05023,"Cleburne County, AR",23,99999,Cleburne County,Cleburne County,25360,AR,0
0502599999,542,553,729,919,1091,5,METRO38220M38220,"Pine Bluff, AR MSA",25,99999,Cleveland County,Cleveland County,8330,AR,1
0502799999,493,496,654,868,1015,5,NCNTY05027N05027,"Columbia County, AR",27,99999,Columbia County,Columbia County,23990,AR,0
0502999999,477,496,654,892,1021,5,NCNTY05029N05029,"Conway County, AR",29,99999,Conway County,Conway County,20955,AR,0
0503199999,535,631,811,1077,1323,5,METRO27860MM3700,"Jonesboro, AR HUD Metro FMR Area",31,99999,Craighead County,Craighead County,104245,AR,1
0503399999,551,552,728,1011,1177,5,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",33,99999,Crawford County,Crawford County,62120,AR,1
0503599999,686,784,911,1228,1412,5,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",35,99999,Crittenden County,Crittenden County,49280,AR,1
0503799999,522,541,713,925,1118,5,NCNTY05037N05037,"Cross County, AR",37,99999,Cross County,Cross County,17165,AR,0
0503999999,479,496,654,936,943,5,NCNTY05039N05039,"Dallas County, AR",39,99999,Dallas County,Dallas County,7585,AR,0
0504199999,479,496,654,881,1060,5,NCNTY05041N05041,"Desha County, AR",41,99999,Desha County,Desha County,12095,AR,0
0504399999,479,496,654,857,943,5,NCNTY05043N05043,"Drew County, AR",43,99999,Drew County,Drew County,18620,AR,0
0504599999,702,735,849,1140,1339,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",45,99999,Faulkner County,Faulkner County,121280,AR,1
0504799999,481,576,657,821,947,5,NCNTY05047N05047,"Franklin County, AR",47,99999,Franklin County,Franklin County,17805,AR,0
0504999999,479,496,654,883,1102,5,NCNTY05049N05049,"Fulton County, AR",49,99999,Fulton County,Fulton County,12090,AR,0
0505199999,569,606,799,1005,1302,5,METRO26300M26300,"Hot Springs, AR MSA",51,99999,Garland County,Garland County,97995,AR,1
0505399999,619,648,747,929,1031,5,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",53,99999,Grant County,Grant County,18075,AR,1
0505599999,508,609,694,993,1117,5,NCNTY05055N05055,"Greene County, AR",55,99999,Greene County,Greene County,44195,AR,0
0505799999,499,517,682,848,1045,5,NCNTY05057N05057,"Hempstead County, AR",57,99999,Hempstead County,Hempstead County,22155,AR,0
0505999999,490,531,670,887,1103,5,NCNTY05059N05059,"Hot Spring County, AR",59,99999,Hot Spring County,Hot Spring County,33480,AR,0
0506199999,474,549,654,850,966,5,NCNTY05061N05061,"Howard County, AR",61,99999,Howard County,Howard County,13470,AR,0
0506399999,486,504,664,826,900,5,NCNTY05063N05063,"Independence County, AR",63,99999,Independence County,Independence County,37095,AR,0
0506599999,431,496,654,830,887,5,NCNTY05065N05065,"Izard County, AR",65,99999,Izard County,Izard County,13520,AR,0
0506799999,496,496,654,813,959,5,NCNTY05067N05067,"Jackson County, AR",67,99999,Jackson County,Jackson County,17430,AR,0
0506999999,542,553,729,919,1091,5,METRO38220M38220,"Pine Bluff, AR MSA",69,99999,Jefferson County,Jefferson County,71375,AR,1
0507199999,492,510,672,878,960,5,NCNTY05071N05071,"Johnson County, AR",71,99999,Johnson County,Johnson County,26155,AR,0
0507399999,479,496,654,852,943,5,NCNTY05073N05073,"Lafayette County, AR",73,99999,Lafayette County,Lafayette County,7050,AR,0
0507599999,479,496,654,864,1029,5,NCNTY05075N05075,"Lawrence County, AR",75,99999,Lawrence County,Lawrence County,16775,AR,0
0507799999,479,496,654,936,943,5,NCNTY05077N05077,"Lee County, AR",77,99999,Lee County,Lee County,9615,AR,0
0507999999,542,553,729,919,1091,5,METRO38220M38220,"Pine Bluff, AR MSA",79,99999,Lincoln County,Lincoln County,13885,AR,1
0508199999,493,496,654,936,1132,5,METRO45500N05081,"Little River County, AR HUD Metro FMR Area",81,99999,Little River County,Little River County,12495,AR,1
0508399999,431,558,654,856,887,5,NCNTY05083N05083,"Logan County, AR",83,99999,Logan County,Logan County,21800,AR,0
0508599999,702,735,849,1140,1339,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",85,99999,Lonoke County,Lonoke County,71570,AR,1
0508799999,579,618,780,1116,1350,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",87,99999,Madison County,Madison County,15905,AR,1
0508999999,431,505,654,813,1018,5,NCNTY05089N05089,"Marion County, AR",89,99999,Marion County,Marion County,16375,AR,0
0509199999,647,658,826,1030,1322,5,METRO45500M45500,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",91,99999,Miller County,Miller County,43760,AR,1
0509399999,466,502,654,836,887,5,NCNTY05093N05093,"Mississippi County, AR",93,99999,Mississippi County,Mississippi County,43535,AR,0
0509599999,479,509,654,888,924,5,NCNTY05095N05095,"Monroe County, AR",95,99999,Monroe County,Monroe County,7420,AR,0
0509799999,479,542,654,896,1132,5,NCNTY05097N05097,"Montgomery County, AR",97,99999,Montgomery County,Montgomery County,9060,AR,0
0509999999,579,601,792,985,1142,5,NCNTY05099N05099,"Nevada County, AR",99,99999,Nevada County,Nevada County,8530,AR,0
0510199999,479,496,654,935,943,5,NCNTY05101N05101,"Newton County, AR",101,99999,Newton County,Newton County,7900,AR,0
0510399999,551,574,654,884,887,5,NCNTY05103N05103,"Ouachita County, AR",103,99999,Ouachita County,Ouachita County,24380,AR,0
0510599999,702,735,849,1140,1339,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",105,99999,Perry County,Perry County,10320,AR,1
0510799999,431,496,654,936,1132,5,NCNTY05107N05107,"Phillips County, AR",107,99999,Phillips County,Phillips County,19520,AR,0
0510999999,561,574,654,854,1082,5,NCNTY05109N05109,"Pike County, AR",109,99999,Pike County,Pike County,10895,AR,0
0511199999,493,496,654,816,946,5,METRO27860N05111,"Poinsett County, AR HUD Metro FMR Area",111,99999,Poinsett County,Poinsett County,24100,AR,1
0511399999,431,525,654,813,1130,5,NCNTY05113N05113,"Polk County, AR",113,99999,Polk County,Polk County,20210,AR,0
0511599999,487,519,684,969,1024,5,NCNTY05115N05115,"Pope County, AR",115,99999,Pope County,Pope County,63370,AR,0
0511799999,479,496,654,813,943,5,NCNTY05117N05117,"Prairie County, AR",117,99999,Prairie County,Prairie County,8310,AR,0
0511999999,702,735,849,1140,1339,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",119,99999,Pulaski County,Pulaski County,392850,AR,1
0512199999,493,496,654,864,905,5,NCNTY05121N05121,"Randolph County, AR",121,99999,Randolph County,Randolph County,17515,AR,0
0512399999,493,496,654,936,1060,5,NCNTY05123N05123,"St. Francis County, AR",123,99999,St. Francis County,St. Francis County,26690,AR,0
0512599999,702,735,849,1140,1339,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",125,99999,Saline County,Saline County,116250,AR,1
0512799999,479,496,654,813,943,5,NCNTY05127N05127,"Scott County, AR",127,99999,Scott County,Scott County,10585,AR,0
0512999999,479,508,654,854,943,5,NCNTY05129N05129,"Searcy County, AR",129,99999,Searcy County,Searcy County,7925,AR,0
0513199999,551,552,728,1011,1177,5,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",131,99999,Sebastian County,Sebastian County,127360,AR,1
0513399999,479,574,654,828,943,5,NCNTY05133N05133,"Sevier County, AR",133,99999,Sevier County,Sevier County,17205,AR,0
0513599999,431,506,654,832,981,5,NCNTY05135N05135,"Sharp County, AR",135,99999,Sharp County,Sharp County,17040,AR,0
0513799999,479,496,654,838,943,5,NCNTY05137N05137,"Stone County, AR",137,99999,Stone County,Stone County,12445,AR,0
0513999999,575,589,671,960,1116,5,NCNTY05139N05139,"Union County, AR",139,99999,Union County,Union County,40020,AR,0
0514199999,512,531,700,871,949,5,NCNTY05141N05141,"Van Buren County, AR",141,99999,Van Buren County,Van Buren County,16750,AR,0
0514399999,579,618,780,1116,1350,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",143,99999,Washington County,Washington County,223685,AR,1
0514599999,462,552,700,960,1212,5,NCNTY05145N05145,"White County, AR",145,99999,White County,White County,78705,AR,0
0514799999,479,496,654,813,887,5,NCNTY05147N05147,"Woodruff County, AR",147,99999,Woodruff County,Woodruff County,6765,AR,0
0514999999,481,546,654,852,1043,5,NCNTY05149N05149,"Yell County, AR",149,99999,Yell County,Yell County,21600,AR,0
0600199999,1595,1934,2383,3196,3863,6,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",1,99999,Alameda County,Alameda County,1629615,CA,1
0600399999,723,819,1068,1528,1695,6,NCNTY06003N06003,"Alpine County, CA",3,99999,Alpine County,Alpine County,1205,CA,0
0600599999,880,886,1149,1644,1980,6,NCNTY06005N06005,"Amador County, CA",5,99999,Amador County,Amador County,37305,CA,0
0600799999,825,904,1192,1692,2064,6,METRO17020M17020,"Chico, CA MSA",7,99999,Butte County,Butte County,225205,CA,1
0600999999,718,837,1061,1518,1837,6,NCNTY06009N06009,"Calaveras County, CA",9,99999,Calaveras County,Calaveras County,45055,CA,0
0601199999,654,733,966,1382,1673,6,NCNTY06011N06011,"Colusa County, CA",11,99999,Colusa County,Colusa County,21480,CA,0
0601399999,1595,1934,2383,3196,3863,6,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",13,99999,Contra Costa County,Contra Costa County,1123680,CA,1
0601599999,677,827,1000,1387,1702,6,NCNTY06015N06015,"Del Norte County, CA",15,99999,Del Norte County,Del Norte County,27440,CA,0
0601799999,1060,1188,1495,2140,2588,6,METRO40900M40900,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",17,99999,El Dorado County,El Dorado County,185015,CA,1
0601999999,795,851,1064,1509,1747,6,METRO23420M23420,"Fresno, CA MSA",19,99999,Fresno County,Fresno County,971615,CA,1
0602199999,627,703,926,1152,1256,6,NCNTY06021N06021,"Glenn County, CA",21,99999,Glenn County,Glenn County,27935,CA,0
0602399999,741,863,1113,1593,1901,6,NCNTY06023N06023,"Humboldt County, CA",23,99999,Humboldt County,Humboldt County,135490,CA,0
0602599999,708,810,1060,1444,1793,6,METRO20940M20940,"El Centro, CA MSA",25,99999,Imperial County,Imperial County,179955,CA,1
