fips2010,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state,metro_code,areaname,countyname,county_town_name,pop2017,state_alpha,metro
0100199999,643,764,914,1156,1494,01,METRO33860M33860,"Montgomery, AL MSA",Autauga County,,55035,AL,1
0100399999,772,777,1017,1348,1715,01,METRO19300M19300,"Daphne-Fairhope-Foley, AL MSA",Baldwin County,,203360,AL,1
0100599999,532,536,705,871,980,01,NCNTY01005N01005,"Barbour County, AL",Barbour County,,26200,AL,0
0100799999,765,820,943,1220,1316,01,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,,22580,AL,1
0100999999,765,820,943,1220,1316,01,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,,57665,AL,1
0101199999,589,602,783,968,1158,01,NCNTY01011N01011,"Bullock County, AL",Bullock County,,10480,AL,0
0101399999,530,619,705,871,1043,01,NCNTY01013N01013,"Butler County, AL",Butler County,,20125,AL,0
0101599999,562,565,744,988,1111,01,METRO11500M11500,"Anniston-Oxford-Jacksonville, AL MSA",Calhoun County,,115525,AL,1
0101799999,655,659,861,1074,1168,01,NCNTY01017N01017,"Chambers County, AL",Chambers County,,33895,AL,0
0101999999,530,536,705,982,1006,01,NCNTY01019N01019,"Cherokee County, AL",Cherokee County,,25855,AL,0
0102199999,583,619,705,978,982,01,METRO13820N01021,"Chilton County, AL HUD Metro FMR Area",Chilton County,,43805,AL,1
0102399999,530,536,705,871,1182,01,NCNTY01023N01023,"Choctaw County, AL",Choctaw County,,13190,AL,0
0102599999,530,550,705,1001,1207,01,NCNTY01025N01025,"Clarke County, AL",Clarke County,,24625,AL,0
0102799999,495,609,705,961,1120,01,NCNTY01027N01027,"Clay County, AL",Clay County,,13405,AL,0
0102999999,530,564,705,974,1043,01,NCNTY01029N01029,"Cleburne County, AL",Cleburne County,,14940,AL,0
0103199999,546,586,727,1033,1154,01,NCNTY01031N01031,"Coffee County, AL",Coffee County,,51075,AL,0
0103399999,525,575,751,935,1173,01,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",Colbert County,,54435,AL,1
0103599999,530,619,705,982,1043,01,NCNTY01035N01035,"Conecuh County, AL",Conecuh County,,12650,AL,0
0103799999,550,563,732,905,1083,01,NCNTY01037N01037,"Coosa County, AL",Coosa County,,10955,AL,0
0103999999,530,536,705,929,1145,01,NCNTY01039N01039,"Covington County, AL",Covington County,,37520,AL,0
0104199999,530,536,705,871,1043,01,NCNTY01041N01041,"Crenshaw County, AL",Crenshaw County,,13865,AL,0
0104399999,559,607,747,1009,1013,01,NCNTY01043N01043,"Cullman County, AL",Cullman County,,81705,AL,0
0104599999,595,599,705,1001,1207,01,NCNTY01045N01045,"Dale County, AL",Dale County,,49395,AL,0
0104799999,529,561,738,912,1001,01,NCNTY01047N01047,"Dallas County, AL",Dallas County,,40755,AL,0
0104999999,468,555,705,953,1054,01,NCNTY01049N01049,"DeKalb County, AL",DeKalb County,,71195,AL,0
0105199999,643,764,914,1156,1494,01,METRO33860M33860,"Montgomery, AL MSA",Elmore County,,80990,AL,1
0105399999,530,573,705,883,1160,01,NCNTY01053N01053,"Escambia County, AL",Escambia County,,37620,AL,0
0105599999,547,580,710,894,970,01,METRO23460M23460,"Gadsden, AL MSA",Etowah County,,103130,AL,1
0105799999,530,609,705,871,1043,01,NCNTY01057N01057,"Fayette County, AL",Fayette County,,16655,AL,0
0105999999,530,588,705,871,1171,01,NCNTY01059N01059,"Franklin County, AL",Franklin County,,31505,AL,0
0106199999,561,565,705,929,1043,01,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",Geneva County,,26570,AL,1
0106399999,562,565,705,871,956,01,METRO46220M01063,"Greene County, AL HUD Metro FMR Area",Greene County,,8535,AL,1
0106599999,758,762,927,1162,1257,01,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",Hale County,,14995,AL,1
0106799999,540,543,705,931,1112,01,METRO20020N01067,"Henry County, AL HUD Metro FMR Area",Henry County,,17110,AL,1
0106999999,561,565,705,929,1043,01,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",Houston County,,104110,AL,1
0107199999,530,595,705,871,1043,01,NCNTY01071N01071,"Jackson County, AL",Jackson County,,52325,AL,0
0107399999,765,820,943,1220,1316,01,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Jefferson County,,659460,AL,1
0107599999,530,589,705,915,956,01,NCNTY01075N01075,"Lamar County, AL",Lamar County,,14020,AL,0
0107799999,525,575,751,935,1173,01,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",Lauderdale County,,92590,AL,1
0107999999,554,592,720,946,1009,01,METRO19460M19460,"Decatur, AL MSA",Lawrence County,,33290,AL,1
0108199999,672,706,924,1222,1383,01,METRO12220M12220,"Auburn-Opelika, AL MSA",Lee County,,156595,AL,1
0108399999,647,757,897,1189,1428,01,METRO26620M26620,"Huntsville, AL MSA",Limestone County,,91695,AL,1
0108599999,643,764,914,1156,1494,01,METRO33860M33860,"Montgomery, AL MSA",Lowndes County,,10360,AL,1
0108799999,546,552,726,915,1243,01,NCNTY01087N01087,"Macon County, AL",Macon County,,19360,AL,0
0108999999,647,757,897,1189,1428,01,METRO26620M26620,"Huntsville, AL MSA",Madison County,,353215,AL,1
0109199999,530,619,705,906,1043,01,NCNTY01091N01091,"Marengo County, AL",Marengo County,,19745,AL,0
0109399999,530,536,705,932,1206,01,NCNTY01093N01093,"Marion County, AL",Marion County,,30060,AL,0
0109599999,550,553,715,957,970,01,NCNTY01095N01095,"Marshall County, AL",Marshall County,,94740,AL,0
0109799999,662,690,861,1148,1244,01,METRO33660M33660,"Mobile, AL HUD Metro FMR Area",Mobile County,,414330,AL,1
0109999999,530,619,705,922,1040,01,NCNTY01099N01099,"Monroe County, AL",Monroe County,,21745,AL,0
0110199999,643,764,914,1156,1494,01,METRO33860M33860,"Montgomery, AL MSA",Montgomery County,,227120,AL,1
0110399999,554,592,720,946,1009,01,METRO19460M19460,"Decatur, AL MSA",Morgan County,,119155,AL,1
0110599999,540,630,718,888,1062,01,NCNTY01105N01105,"Perry County, AL",Perry County,,9680,AL,0
0110799999,535,538,705,952,956,01,METRO46220N01107,"Pickens County, AL HUD Metro FMR Area",Pickens County,,20170,AL,1
0110999999,634,666,843,1051,1247,01,NCNTY01109N01109,"Pike County, AL",Pike County,,33285,AL,0
0111199999,530,619,705,953,956,01,NCNTY01111N01111,"Randolph County, AL",Randolph County,,22530,AL,0
0111399999,654,724,827,1122,1415,01,METRO17980M17980,"Columbus, GA-AL HUD Metro FMR Area",Russell County,,58480,AL,1
0111599999,765,820,943,1220,1316,01,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",St. Clair County,,86935,AL,1
0111799999,765,820,943,1220,1316,01,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Shelby County,,208720,AL,1
0111999999,637,652,848,1048,1150,01,NCNTY01119N01119,"Sumter County, AL",Sumter County,,13085,AL,0
0112199999,553,557,733,966,1081,01,NCNTY01121N01121,"Talladega County, AL",Talladega County,,80890,AL,0
0112399999,527,545,717,981,1181,01,NCNTY01123N01123,"Tallapoosa County, AL",Tallapoosa County,,40755,AL,0
0112599999,758,762,927,1162,1257,01,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",Tuscaloosa County,,204425,AL,1
0112799999,530,536,705,900,956,01,NCNTY01127N01127,"Walker County, AL",Walker County,,64925,AL,0
0112999999,543,566,705,901,956,01,METRO33660M01129,"Washington County, AL HUD Metro FMR Area",Washington County,,16745,AL,1
0113199999,573,587,763,943,1035,01,NCNTY01131N01131,"Wilcox County, AL",Wilcox County,,10920,AL,0
0113399999,530,536,705,980,984,01,NCNTY01133N01133,"Winston County, AL",Winston County,,23970,AL,0
0201399999,810,885,1165,1440,1747,02,NCNTY02013N02013,"Aleutians East Borough, AK",Aleutians East Borough,,3340,AK,0
0201699999,1097,1255,1651,2041,2476,02,NCNTY02016N02016,"Aleutians West Census Area, AK",Aleutians West Census Area,,5785,AK,0
0202099999,877,948,1248,1773,2136,02,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",Anchorage Municipality,,298225,AK,1
0205099999,1242,1362,1698,2099,2547,02,NCNTY02050N02050,"Bethel Census Area, AK",Bethel Census Area,,17955,AK,0
0206099999,685,749,985,1399,1494,02,NCNTY02060N02060,"Bristol Bay Borough, AK",Bristol Bay Borough,,915,AK,0
0206899999,1016,1110,1461,1806,2191,02,NCNTY02068N02068,"Denali Borough, AK",Denali Borough,,2305,AK,0
0207099999,858,943,1234,1532,1673,02,NCNTY02070N02070,"Dillingham Census Area, AK",Dillingham Census Area,,4975,AK,0
0209099999,877,1003,1320,1875,2259,02,METRO21820M21820,"Fairbanks, AK MSA",Fairbanks North Star Borough,,100030,AK,1
0210099999,732,800,1053,1302,1579,02,NCNTY02100N02100,"Haines Borough, AK",Haines Borough,,2535,AK,0
0210599999,786,859,1130,1397,1532,02,NCNTY02105N02105,"Hoonah-Angoon Census Area, AK",Hoonah-Angoon Census Area,,2145,AK,0
0211099999,958,1154,1442,2048,2432,02,NCNTY02110N02110,"Juneau City and Borough, AK",Juneau City and Borough,,32435,AK,0
0212299999,815,820,1072,1507,1662,02,NCNTY02122N02122,"Kenai Peninsula Borough, AK",Kenai Peninsula Borough,,57960,AK,0
0213099999,886,1014,1334,1777,2268,02,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",Ketchikan Gateway Borough,,13745,AK,0
0215099999,1042,1192,1568,1938,2402,02,NCNTY02150N02150,"Kodiak Island Borough, AK",Kodiak Island Borough,,13775,AK,0
0215899999,604,660,868,1073,1302,02,NCNTY02158N02158,Kusilvak Census Area,Kusilvak Census Area,,8130,AK,0
0216499999,574,680,825,1161,1287,02,NCNTY02164N02164,"Lake and Peninsula Borough, AK",Lake and Peninsula Borough,,1300,AK,0
0217099999,744,789,1035,1470,1772,02,METRO11260N02170,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",Matanuska-Susitna Borough,,101135,AK,1
0218099999,1190,1197,1501,2028,2035,02,NCNTY02180N02180,"Nome Census Area, AK",Nome Census Area,,9870,AK,0
0218599999,1074,1224,1611,1991,2185,02,NCNTY02185N02185,"North Slope Borough, AK",North Slope Borough,,9755,AK,0
0218899999,1015,1161,1528,2064,2072,02,NCNTY02188N02188,"Northwest Arctic Borough, AK",Northwest Arctic Borough,,7715,AK,0
0219599999,831,919,1195,1477,1995,02,NCNTY02195N02195,Petersburg Borough,Petersburg Borough,Petersburg Census Area,3275,AK,0
0219899999,744,796,1016,1256,1378,02,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",Prince of Wales-Hyder Census Area,,6475,AK,0
0222099999,907,1040,1229,1715,2009,02,NCNTY02220N02220,"Sitka City and Borough, AK",Sitka City and Borough,,8810,AK,0
0223099999,919,1060,1313,1623,1969,02,NCNTY02230N02230,"Skagway Municipality, AK",Skagway Municipality,,1040,AK,0
0224099999,927,933,1228,1744,1955,02,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",Southeast Fairbanks Census Area,,6890,AK,0
0226199999,764,987,1150,1422,1968,02,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",Valdez-Cordova Census Area,,9440,AK,0
0227599999,668,717,944,1321,1416,02,NCNTY02275N02275,"Wrangell City and Borough, AK",Wrangell City and Borough,,2475,AK,0
0228299999,833,910,1198,1481,1797,02,NCNTY02282N02282,"Yakutat City and Borough, AK",Yakutat City and Borough,,680,AK,0
0229099999,594,750,855,1215,1282,02,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",Yukon-Koyukuk Census Area,,5455,AK,0
0400199999,567,653,854,1121,1204,04,NCNTY04001N04001,"Apache County, AZ",Apache County,,71600,AZ,0
0400399999,686,690,907,1288,1552,04,METRO43420M43420,"Sierra Vista-Douglas, AZ MSA",Cochise County,,126515,AZ,1
0400599999,1138,1166,1474,1868,2245,04,METRO22380M22380,"Flagstaff, AZ MSA",Coconino County,,138640,AZ,1
0400799999,780,785,1033,1416,1421,04,NCNTY04007N04007,"Gila County, AZ",Gila County,,53145,AZ,0
0400999999,821,824,957,1359,1517,04,NCNTY04009N04009,"Graham County, AZ",Graham County,,37700,AZ,0
0401199999,573,752,857,1069,1201,04,NCNTY04011N04011,"Greenlee County, AZ",Greenlee County,,9370,AZ,0
0401299999,710,808,1063,1446,1523,04,NCNTY04012N04012,"La Paz County, AZ",La Paz County,,20475,AZ,0
0401399999,1005,1091,1311,1825,2078,04,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",Maricopa County,,4155500,AZ,1
0401599999,667,766,969,1364,1539,04,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",Mohave County,,204690,AZ,1
0401799999,633,715,941,1237,1307,04,NCNTY04017N04017,"Navajo County, AZ",Navajo County,,107900,AZ,0
0401999999,665,761,1001,1422,1685,04,METRO46060M46060,"Tucson, AZ MSA",Pima County,,1007255,AZ,1
0402199999,1005,1091,1311,1825,2078,04,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",Pinal County,,405535,AZ,1
0402399999,574,643,846,1143,1147,04,NCNTY04023N04023,"Santa Cruz County, AZ",Santa Cruz County,,46360,AZ,0
0402599999,733,894,1103,1537,1724,04,METRO39140M39140,"Prescott, AZ MSA",Yavapai County,,220970,AZ,1
0402799999,725,736,968,1375,1657,04,METRO49740M49740,"Yuma, AZ MSA",Yuma County,,204280,AZ,1
0500199999,514,527,694,858,941,05,NCNTY05001N05001,"Arkansas County, AR",Arkansas County,,18350,AR,0
0500399999,481,570,649,819,1052,05,NCNTY05003N05003,"Ashley County, AR",Ashley County,,20770,AR,0
0500599999,525,547,709,876,978,05,NCNTY05005N05005,"Baxter County, AR",Baxter County,,41095,AR,0
0500799999,658,695,865,1229,1481,05,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR MSA",Benton County,,251825,AR,1
0500999999,481,569,649,922,951,05,NCNTY05009N05009,"Boone County, AR",Boone County,,37210,AR,0
0501199999,481,511,649,874,1111,05,NCNTY05011N05011,"Bradley County, AR",Bradley County,,10995,AR,0
0501399999,549,563,741,916,1060,05,NCNTY05013N05013,"Calhoun County, AR",Calhoun County,,5195,AR,0
0501599999,443,507,667,825,905,05,NCNTY05015N05015,"Carroll County, AR",Carroll County,,27780,AR,0
0501799999,522,525,649,907,1066,05,NCNTY05017N05017,"Chicot County, AR",Chicot County,,11010,AR,0
0501999999,484,570,649,891,1024,05,NCNTY05019N05019,"Clark County, AR",Clark County,,22495,AR,0
0502199999,490,493,649,802,1061,05,NCNTY05021N05021,"Clay County, AR",Clay County,,15190,AR,0
0502399999,523,537,706,873,957,05,NCNTY05023N05023,"Cleburne County, AR",Cleburne County,,25360,AR,0
0502599999,563,578,760,950,1097,05,METRO38220M38220,"Pine Bluff, AR MSA",Cleveland County,,8330,AR,1
0502799999,490,493,649,876,914,05,NCNTY05027N05027,"Columbia County, AR",Columbia County,,23990,AR,0
0502999999,481,493,649,898,1038,05,NCNTY05029N05029,"Conway County, AR",Conway County,,20955,AR,0
0503199999,553,648,832,1078,1390,05,METRO27860MM3700,"Jonesboro, AR HUD Metro FMR Area",Craighead County,,104245,AR,1
0503399999,559,562,740,1031,1165,05,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",Crawford County,,62120,AR,1
0503599999,694,792,912,1219,1404,05,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",Crittenden County,,49280,AR,1
0503799999,519,532,700,926,1198,05,NCNTY05037N05037,"Cross County, AR",Cross County,,17165,AR,0
0503999999,481,493,649,922,928,05,NCNTY05039N05039,"Dallas County, AR",Dallas County,,7585,AR,0
0504199999,481,499,649,870,1084,05,NCNTY05041N05041,"Desha County, AR",Desha County,,12095,AR,0
0504399999,494,507,667,847,954,05,NCNTY05043N05043,"Drew County, AR",Drew County,,18620,AR,0
0504599999,706,728,833,1118,1330,05,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Faulkner County,,121280,AR,1
0504799999,505,547,649,806,1015,05,METRO22900M05047,"Franklin County, AR HUD Metro FMR Area",Franklin County,,17805,AR,1
0504999999,432,493,649,877,1111,05,NCNTY05049N05049,"Fulton County, AR",Fulton County,,12090,AR,0
0505199999,589,613,807,1006,1352,05,METRO26300M26300,"Hot Springs, AR MSA",Garland County,,97995,AR,1
0505399999,627,647,739,923,1002,05,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",Grant County,,18075,AR,1
0505599999,513,607,692,983,1056,05,NCNTY05055N05055,"Greene County, AR",Greene County,,44195,AR,0
0505799999,516,530,697,867,1131,05,NCNTY05057N05057,"Hempstead County, AR",Hempstead County,,22155,AR,0
0505999999,478,511,672,881,1109,05,NCNTY05059N05059,"Hot Spring County, AR",Hot Spring County,,33480,AR,0
0506199999,456,536,649,816,880,05,NCNTY05061N05061,"Howard County, AR",Howard County,,13470,AR,0
0506399999,481,493,649,823,880,05,NCNTY05063N05063,"Independence County, AR",Independence County,,37095,AR,0
0506599999,481,493,649,837,880,05,NCNTY05065N05065,"Izard County, AR",Izard County,,13520,AR,0
0506799999,490,493,649,802,928,05,NCNTY05067N05067,"Jackson County, AR",Jackson County,,17430,AR,0
0506999999,563,578,760,950,1097,05,METRO38220M38220,"Pine Bluff, AR MSA",Jefferson County,,71375,AR,1
0507199999,493,505,665,883,902,05,NCNTY05071N05071,"Johnson County, AR",Johnson County,,26155,AR,0
0507399999,481,493,649,808,928,05,NCNTY05073N05073,"Lafayette County, AR",Lafayette County,,7050,AR,0
0507599999,481,493,649,849,1007,05,NCNTY05075N05075,"Lawrence County, AR",Lawrence County,,16775,AR,0
0507799999,481,493,649,922,928,05,NCNTY05077N05077,"Lee County, AR",Lee County,,9615,AR,0
0507999999,563,578,760,950,1097,05,METRO38220M38220,"Pine Bluff, AR MSA",Lincoln County,,13885,AR,1
0508199999,490,493,649,922,1111,05,METRO45500N05081,"Little River County, AR HUD Metro FMR Area",Little River County,,12495,AR,1
0508399999,444,570,649,894,899,05,NCNTY05083N05083,"Logan County, AR",Logan County,,21800,AR,0
0508599999,706,728,833,1118,1330,05,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Lonoke County,,71570,AR,1
0508799999,658,695,865,1229,1481,05,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR MSA",Madison County,,15905,AR,1
0508999999,482,495,651,805,917,05,NCNTY05089N05089,"Marion County, AR",Marion County,,16375,AR,0
0509199999,669,670,838,1046,1344,05,METRO45500M45500,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",Miller County,,43760,AR,1
0509399999,476,505,649,850,880,05,NCNTY05093N05093,"Mississippi County, AR",Mississippi County,,43535,AR,0
0509599999,432,493,649,881,884,05,NCNTY05095N05095,"Monroe County, AR",Monroe County,,7420,AR,0
0509799999,481,570,649,916,1111,05,NCNTY05097N05097,"Montgomery County, AR",Montgomery County,,9060,AR,0
0509999999,536,550,724,895,1035,05,NCNTY05099N05099,"Nevada County, AR",Nevada County,,8530,AR,0
0510199999,481,493,649,862,928,05,NCNTY05101N05101,"Newton County, AR",Newton County,,7900,AR,0
0510399999,560,567,649,877,880,05,NCNTY05103N05103,"Ouachita County, AR",Ouachita County,,24380,AR,0
0510599999,706,728,833,1118,1330,05,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Perry County,,10320,AR,1
0510799999,432,493,649,920,1111,05,NCNTY05107N05107,"Phillips County, AR",Phillips County,,19520,AR,0
0510999999,521,524,649,838,1018,05,NCNTY05109N05109,"Pike County, AR",Pike County,,10895,AR,0
0511199999,490,493,649,802,894,05,METRO27860N05111,"Poinsett County, AR HUD Metro FMR Area",Poinsett County,,24100,AR,1
0511399999,441,505,664,821,1048,05,NCNTY05113N05113,"Polk County, AR",Polk County,,20210,AR,0
0511599999,458,539,690,975,1020,05,NCNTY05115N05115,"Pope County, AR",Pope County,,63370,AR,0
0511799999,487,500,658,813,941,05,NCNTY05117N05117,"Prairie County, AR",Prairie County,,8310,AR,0
0511999999,706,728,833,1118,1330,05,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Pulaski County,,392850,AR,1
0512199999,542,545,649,873,1111,05,NCNTY05121N05121,"Randolph County, AR",Randolph County,,17515,AR,0
0512399999,505,508,649,922,1016,05,NCNTY05123N05123,"St. Francis County, AR",St. Francis County,,26690,AR,0
0512599999,706,728,833,1118,1330,05,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Saline County,,116250,AR,1
0512799999,481,493,649,811,928,05,NCNTY05127N05127,"Scott County, AR",Scott County,,10585,AR,0
0512999999,481,497,649,852,928,05,NCNTY05129N05129,"Searcy County, AR",Searcy County,,7925,AR,0
0513199999,559,562,740,1031,1165,05,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",Sebastian County,,127360,AR,1
0513399999,481,570,649,843,909,05,NCNTY05133N05133,"Sevier County, AR",Sevier County,,17205,AR,0
0513599999,471,511,649,802,1001,05,NCNTY05135N05135,"Sharp County, AR",Sharp County,,17040,AR,0
0513799999,481,493,649,893,928,05,NCNTY05137N05137,"Stone County, AR",Stone County,,12445,AR,0
0513999999,586,594,680,966,1035,05,NCNTY05139N05139,"Union County, AR",Union County,,40020,AR,0
0514199999,461,517,680,841,922,05,NCNTY05141N05141,"Van Buren County, AR",Van Buren County,,16750,AR,0
0514399999,658,695,865,1229,1481,05,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR MSA",Washington County,,223685,AR,1
0514599999,448,538,675,926,1155,05,NCNTY05145N05145,"White County, AR",White County,,78705,AR,0
0514799999,481,493,649,814,928,05,NCNTY05147N05147,"Woodruff County, AR",Woodruff County,,6765,AR,0
0514999999,533,536,649,865,939,05,NCNTY05149N05149,"Yell County, AR",Yell County,,21600,AR,0
0600199999,1538,1854,2274,3006,3578,06,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",Alameda County,,1629615,CA,1
0600399999,725,822,1073,1524,1705,06,NCNTY06003N06003,"Alpine County, CA",Alpine County,,1205,CA,0
0600599999,920,926,1148,1631,1965,06,NCNTY06005N06005,"Amador County, CA",Amador County,,37305,CA,0
0600799999,826,895,1177,1662,2015,06,METRO17020M17020,"Chico, CA MSA",Butte County,,225205,CA,1
0600999999,739,857,1094,1554,1785,06,NCNTY06009N06009,"Calaveras County, CA",Calaveras County,,45055,CA,0
0601199999,713,717,944,1341,1506,06,NCNTY06011N06011,"Colusa County, CA",Colusa County,,21480,CA,0
0601399999,1538,1854,2274,3006,3578,06,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",Contra Costa County,,1123680,CA,1
0601599999,651,831,980,1355,1677,06,NCNTY06015N06015,"Del Norte County, CA",Del Norte County,,27440,CA,0
0601799999,1108,1228,1543,2192,2625,06,METRO40900M40900,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",El Dorado County,,185015,CA,1
0601999999,899,904,1137,1607,1847,06,METRO23420M23420,"Fresno, CA MSA",Fresno County,,971615,CA,1
0602199999,627,717,944,1167,1280,06,NCNTY06021N06021,"Glenn County, CA",Glenn County,,27935,CA,0
0602399999,741,862,1112,1580,1903,06,NCNTY06023N06023,"Humboldt County, CA",Humboldt County,,135490,CA,0
0602599999,716,815,1065,1486,1793,06,METRO20940M20940,"El Centro, CA MSA",Imperial County,,179955,CA,1
0602799999,754,874,1077,1530,1712,06,NCNTY06027N06027,"Inyo County, CA",Inyo County,,18195,CA,0
0602999999,763,772,1013,1439,1734,06,METRO12540M12540,"Bakersfield, CA MSA",Kern County,,878745,CA,1
0603199999,924,930,1162,1651,1799,06,METRO25260M25260,"Hanford-Corcoran, CA MSA",Kings County,,150185,CA,1
0603399999,678,776,1021,1450,1544,06,NCNTY06033N06033,"Lake County, CA",Lake County,,64095,CA,0
0603599999,623,712,937,1331,1372,06,NCNTY06035N06035,"Lassen County, CA",Lassen County,,31470,CA,0
0603799999,1384,1604,2044,2693,2933,06,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",Los Angeles County,,10105720,CA,1
0603999999,913,919,1198,1702,1870,06,METRO31460M31460,"Madera, CA MSA",Madera County,,154440,CA,1
0604199999,2115,2631,3198,4111,4473,06,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",Marin County,,260815,CA,1
0604399999,718,808,1063,1423,1819,06,NCNTY06043N06043,"Mariposa County, CA",Mariposa County,,17660,CA,0
0604599999,945,954,1245,1729,2131,06,NCNTY06045N06045,"Mendocino County, CA",Mendocino County,,87495,CA,0
0604799999,766,914,1120,1591,1917,06,METRO32900M32900,"Merced, CA MSA",Merced County,,267390,CA,1
0604999999,605,609,801,1047,1273,06,NCNTY06049N06049,"Modoc County, CA",Modoc County,,9015,CA,0
0605199999,1009,1045,1319,1829,2096,06,NCNTY06051N06051,"Mono County, CA",Mono County,,14060,CA,0
0605399999,1533,1616,1967,2794,3081,06,METRO41500M41500,"Salinas, CA MSA",Monterey County,,433170,CA,1
0605599999,1438,1645,2164,2924,2935,06,METRO34900M34900,"Napa, CA MSA",Napa County,,141005,CA,1
0605799999,921,993,1307,1857,2037,06,NCNTY06057N06057,"Nevada County, CA",Nevada County,,98840,CA,0
0605999999,1716,1905,2324,3178,3674,06,METRO31080MM5945,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",Orange County,,3155815,CA,1
0606199999,1108,1228,1543,2192,2625,06,METRO40900M40900,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",Placer County,,374985,CA,1
0606399999,608,716,915,1300,1566,06,NCNTY06063N06063,"Plumas County, CA",Plumas County,,18725,CA,0
0606599999,1062,1202,1509,2065,2542,06,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",Riverside County,,2355000,CA,1
0606799999,1108,1228,1543,2192,2625,06,METRO40900M40900,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",Sacramento County,,1495400,CA,1
0606999999,1096,1253,1649,2342,2822,06,METRO41940N06069,"San Benito County, CA HUD Metro FMR Area",San Benito County,,58670,CA,1
0607199999,1062,1202,1509,2065,2542,06,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",San Bernardino County,,2121220,CA,1
0607399999,1394,1542,1979,2748,3365,06,METRO41740M41740,"San Diego-Carlsbad, CA MSA",San Diego County,,3283665,CA,1
0607599999,2115,2631,3198,4111,4473,06,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",San Francisco County,,864265,CA,1
0607799999,891,992,1305,1854,2234,06,METRO44700M44700,"Stockton-Lodi, CA MSA",San Joaquin County,,724155,CA,1
0607999999,1308,1436,1890,2685,3047,06,METRO42020M42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",San Luis Obispo County,,280120,CA,1
0608199999,2115,2631,3198,4111,4473,06,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",San Mateo County,,763450,CA,1
0608399999,1847,2124,2478,3266,3733,06,METRO42200M42200,"Santa Maria-Santa Barbara, CA MSA",Santa Barbara County,,442995,CA,1
0608599999,2145,2418,2868,3687,4213,06,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",Santa Clara County,,1911225,CA,1
0608799999,2085,2385,3138,4000,4458,06,METRO42100M42100,"Santa Cruz-Watsonville, CA MSA",Santa Cruz County,,273265,CA,1
0608999999,834,954,1255,1783,2148,06,METRO39820M39820,"Redding, CA MSA",Shasta County,,178920,CA,1
0609199999,754,855,1114,1593,1767,06,NCNTY06091N06091,"Sierra County, CA",Sierra County,,2885,CA,0
